key_url;governor;name;percentage;votes;totalVotes;mascVotes;femnVotes
rui-costa;Rui Costa;Condeúba;75,89%;6233;15360;7791;7566
ze-ronaldo;Zé Ronaldo;Condeúba;22,06%;1812;15360;7791;7566
marcos-mendes;Marcos Mendes;Condeúba;0,35%;290;15360;7791;7566
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Condeúba;0,63%;520;15360;7791;7566
joao-santana;João Santana;Condeúba;0,65%;530;15360;7791;7566
celia-sacramento;Célia Sacramento;Condeúba;0,39%;320;15360;7791;7566
orlando-andrade;Orlando Andrade;Condeúba;0,02%;20;15360;7791;7566
rui-costa;Rui Costa;Itaeté;75,76%;5031;10713;5389;5318
ze-ronaldo;Zé Ronaldo;Itaeté;23,78%;1579;10713;5389;5318
marcos-mendes;Marcos Mendes;Itaeté;0,12%;80;10713;5389;5318
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Itaeté;0,14%;90;10713;5389;5318
joao-santana;João Santana;Itaeté;0,17%;110;10713;5389;5318
celia-sacramento;Célia Sacramento;Itaeté;0,03%;20;10713;5389;5318
orlando-andrade;Orlando Andrade;Itaeté;0,02%;10;10713;5389;5318
rui-costa;Rui Costa;Mairi;75,73%;6243;14362;7510;6848
ze-ronaldo;Zé Ronaldo;Mairi;23,40%;1929;14362;7510;6848
marcos-mendes;Marcos Mendes;Mairi;0,19%;160;14362;7510;6848
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Mairi;0,19%;160;14362;7510;6848
joao-santana;João Santana;Mairi;0,29%;240;14362;7510;6848
celia-sacramento;Célia Sacramento;Mairi;0,17%;140;14362;7510;6848
orlando-andrade;Orlando Andrade;Mairi;0,02%;20;14362;7510;6848
rui-costa;Rui Costa;Campo Formoso;75,65%;26397;52924;26937;25976
ze-ronaldo;Zé Ronaldo;Campo Formoso;23,31%;8132;52924;26937;25976
marcos-mendes;Marcos Mendes;Campo Formoso;0,17%;580;52924;26937;25976
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Campo Formoso;0,26%;890;52924;26937;25976
joao-santana;João Santana;Campo Formoso;0,35%;1230;52924;26937;25976
celia-sacramento;Célia Sacramento;Campo Formoso;0,24%;840;52924;26937;25976
orlando-andrade;Orlando Andrade;Campo Formoso;0,03%;100;52924;26937;25976
rui-costa;Rui Costa;Presidente Tancredo Neves;75,52%;8978;19770;9952;9808
ze-ronaldo;Zé Ronaldo;Presidente Tancredo Neves;23,53%;2797;19770;9952;9808
marcos-mendes;Marcos Mendes;Presidente Tancredo Neves;0,13%;150;19770;9952;9808
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Presidente Tancredo Neves;0,35%;420;19770;9952;9808
joao-santana;João Santana;Presidente Tancredo Neves;0,28%;330;19770;9952;9808
celia-sacramento;Célia Sacramento;Presidente Tancredo Neves;0,19%;220;19770;9952;9808
orlando-andrade;Orlando Andrade;Presidente Tancredo Neves;0,01%;10;19770;9952;9808
rui-costa;Rui Costa;Mucugê;75,44%;414;8859;4502;4353
ze-ronaldo;Zé Ronaldo;Mucugê;23,69%;13;8859;4502;4353
marcos-mendes;Marcos Mendes;Mucugê;0,36%;200;8859;4502;4353
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Mucugê;0,18%;100;8859;4502;4353
joao-santana;João Santana;Mucugê;0,22%;120;8859;4502;4353
celia-sacramento;Célia Sacramento;Mucugê;0,11%;60;8859;4502;4353
orlando-andrade;Orlando Andrade;Mucugê;0,00%;0;8859;4502;4353
rui-costa;Rui Costa;Potiraguá;75,40%;3619;8827;4224;4599
ze-ronaldo;Zé Ronaldo;Potiraguá;23,29%;1118;8827;4224;4599
marcos-mendes;Marcos Mendes;Potiraguá;0,27%;130;8827;4224;4599
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Potiraguá;0,19%;90;8827;4224;4599
joao-santana;João Santana;Potiraguá;0,56%;270;8827;4224;4599
celia-sacramento;Célia Sacramento;Potiraguá;0,25%;120;8827;4224;4599
orlando-andrade;Orlando Andrade;Potiraguá;0,04%;20;8827;4224;4599
rui-costa;Rui Costa;Valença;75,26%;29578;60690;32794;27895
ze-ronaldo;Zé Ronaldo;Valença;22,69%;8919;60690;32794;27895
marcos-mendes;Marcos Mendes;Valença;0,49%;1930;60690;32794;27895
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Valença;0,54%;2130;60690;32794;27895
joao-santana;João Santana;Valença;0,53%;2070;60690;32794;27895
celia-sacramento;Célia Sacramento;Valença;0,45%;1780;60690;32794;27895
orlando-andrade;Orlando Andrade;Valença;0,04%;150;60690;32794;27895
rui-costa;Rui Costa;Filadélfia;75,17%;6408;14330;7215;7110
ze-ronaldo;Zé Ronaldo;Filadélfia;23,94%;2041;14330;7215;7110
marcos-mendes;Marcos Mendes;Filadélfia;0,16%;140;14330;7215;7110
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Filadélfia;0,20%;170;14330;7215;7110
joao-santana;João Santana;Filadélfia;0,20%;170;14330;7215;7110
celia-sacramento;Célia Sacramento;Filadélfia;0,32%;270;14330;7215;7110
orlando-andrade;Orlando Andrade;Filadélfia;0,01%;10;14330;7215;7110
rui-costa;Rui Costa;Wagner;75,07%;314;7206;3635;3571
ze-ronaldo;Zé Ronaldo;Wagner;24,15%;101;7206;3635;3571
marcos-mendes;Marcos Mendes;Wagner;0,29%;120;7206;3635;3571
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Wagner;0,12%;50;7206;3635;3571
joao-santana;João Santana;Wagner;0,19%;80;7206;3635;3571
celia-sacramento;Célia Sacramento;Wagner;0,19%;80;7206;3635;3571
orlando-andrade;Orlando Andrade;Wagner;0,00%;0;7206;3635;3571
rui-costa;Rui Costa;Miguel Calmon;75,01%;9549;21540;11128;10410
ze-ronaldo;Zé Ronaldo;Miguel Calmon;23,97%;3052;21540;11128;10410
marcos-mendes;Marcos Mendes;Miguel Calmon;0,24%;310;21540;11128;10410
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Miguel Calmon;0,30%;380;21540;11128;10410
joao-santana;João Santana;Miguel Calmon;0,24%;310;21540;11128;10410
celia-sacramento;Célia Sacramento;Miguel Calmon;0,22%;280;21540;11128;10410
orlando-andrade;Orlando Andrade;Miguel Calmon;0,02%;20;21540;11128;10410
rui-costa;Rui Costa;Arataca;74,96%;3015;5918;2967;2951
ze-ronaldo;Zé Ronaldo;Arataca;23,52%;9460;5918;2967;2951
marcos-mendes;Marcos Mendes;Arataca;0,35%;140;5918;2967;2951
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Arataca;0,65%;260;5918;2967;2951
joao-santana;João Santana;Arataca;0,20%;80;5918;2967;2951
celia-sacramento;Célia Sacramento;Arataca;0,27%;110;5918;2967;2951
orlando-andrade;Orlando Andrade;Arataca;0,05%;20;5918;2967;2951
rui-costa;Rui Costa;Ourolândia;74,84%;6322;11892;6085;5807
ze-ronaldo;Zé Ronaldo;Ourolândia;24,26%;2049;11892;6085;5807
marcos-mendes;Marcos Mendes;Ourolândia;0,19%;160;11892;6085;5807
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Ourolândia;0,24%;200;11892;6085;5807
joao-santana;João Santana;Ourolândia;0,37%;310;11892;6085;5807
celia-sacramento;Célia Sacramento;Ourolândia;0,11%;90;11892;6085;5807
orlando-andrade;Orlando Andrade;Ourolândia;0,00%;0;11892;6085;5807
rui-costa;Rui Costa;Baixa Grande;74,82%;665;15520;7912;7595
ze-ronaldo;Zé Ronaldo;Baixa Grande;24,07%;2139;15520;7912;7595
marcos-mendes;Marcos Mendes;Baixa Grande;0,39%;350;15520;7912;7595
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Baixa Grande;0,17%;150;15520;7912;7595
joao-santana;João Santana;Baixa Grande;0,42%;370;15520;7912;7595
celia-sacramento;Célia Sacramento;Baixa Grande;0,12%;110;15520;7912;7595
orlando-andrade;Orlando Andrade;Baixa Grande;0,01%;10;15520;7912;7595
rui-costa;Rui Costa;Barro Preto;74,60%;2626;5838;2822;3014
ze-ronaldo;Zé Ronaldo;Barro Preto;23,24%;8180;5838;2822;3014
marcos-mendes;Marcos Mendes;Barro Preto;0,63%;220;5838;2822;3014
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Barro Preto;0,51%;180;5838;2822;3014
joao-santana;João Santana;Barro Preto;0,77%;270;5838;2822;3014
celia-sacramento;Célia Sacramento;Barro Preto;0,23%;80;5838;2822;3014
orlando-andrade;Orlando Andrade;Barro Preto;0,03%;10;5838;2822;3014
rui-costa;Rui Costa;Itambé;74,41%;7816;18243;9221;9020
ze-ronaldo;Zé Ronaldo;Itambé;23,89%;2509;18243;9221;9020
marcos-mendes;Marcos Mendes;Itambé;0,36%;380;18243;9221;9020
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Itambé;0,58%;610;18243;9221;9020
joao-santana;João Santana;Itambé;0,45%;470;18243;9221;9020
celia-sacramento;Célia Sacramento;Itambé;0,30%;320;18243;9221;9020
orlando-andrade;Orlando Andrade;Itambé;0,01%;10;18243;9221;9020
rui-costa;Rui Costa;Santaluz;74,22%;14459;30082;15304;14778
ze-ronaldo;Zé Ronaldo;Santaluz;24,78%;4827;30082;15304;14778
marcos-mendes;Marcos Mendes;Santaluz;0,25%;480;30082;15304;14778
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Santaluz;0,14%;270;30082;15304;14778
joao-santana;João Santana;Santaluz;0,47%;920;30082;15304;14778
celia-sacramento;Célia Sacramento;Santaluz;0,14%;270;30082;15304;14778
orlando-andrade;Orlando Andrade;Santaluz;0,01%;20;30082;15304;14778
rui-costa;Rui Costa;Itaju do Colônia;74,12%;2306;5102;2568;2529
ze-ronaldo;Zé Ronaldo;Itaju do Colônia;23,66%;7360;5102;2568;2529
marcos-mendes;Marcos Mendes;Itaju do Colônia;0,26%;80;5102;2568;2529
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Itaju do Colônia;0,80%;250;5102;2568;2529
joao-santana;João Santana;Itaju do Colônia;0,80%;250;5102;2568;2529
celia-sacramento;Célia Sacramento;Itaju do Colônia;0,29%;90;5102;2568;2529
orlando-andrade;Orlando Andrade;Itaju do Colônia;0,06%;20;5102;2568;2529
rui-costa;Rui Costa;Queimadas;74,10%;9033;19836;10020;9811
ze-ronaldo;Zé Ronaldo;Queimadas;25,14%;3064;19836;10020;9811
marcos-mendes;Marcos Mendes;Queimadas;0,16%;190;19836;10020;9811
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Queimadas;0,18%;220;19836;10020;9811
joao-santana;João Santana;Queimadas;0,21%;250;19836;10020;9811
celia-sacramento;Célia Sacramento;Queimadas;0,18%;220;19836;10020;9811
orlando-andrade;Orlando Andrade;Queimadas;0,04%;50;19836;10020;9811
rui-costa;Rui Costa;Itagi;74,09%;4549;9546;4864;4682
ze-ronaldo;Zé Ronaldo;Itagi;24,89%;1528;9546;4864;4682
marcos-mendes;Marcos Mendes;Itagi;0,13%;80;9546;4864;4682
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Itagi;0,26%;160;9546;4864;4682
joao-santana;João Santana;Itagi;0,39%;240;9546;4864;4682
celia-sacramento;Célia Sacramento;Itagi;0,21%;130;9546;4864;4682
orlando-andrade;Orlando Andrade;Itagi;0,03%;20;9546;4864;4682
rui-costa;Rui Costa;Lauro de Freitas;74,05%;64002;129108;70113;58962
ze-ronaldo;Zé Ronaldo;Lauro de Freitas;23,06%;19935;129108;70113;58962
marcos-mendes;Marcos Mendes;Lauro de Freitas;0,78%;6750;129108;70113;58962
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Lauro de Freitas;0,62%;5370;129108;70113;58962
joao-santana;João Santana;Lauro de Freitas;0,59%;5110;129108;70113;58962
celia-sacramento;Célia Sacramento;Lauro de Freitas;0,83%;7210;129108;70113;58962
orlando-andrade;Orlando Andrade;Lauro de Freitas;0,06%;540;129108;70113;58962
rui-costa;Rui Costa;Ipirá;74,04%;21616;43574;22924;20650
ze-ronaldo;Zé Ronaldo;Ipirá;25,00%;7298;43574;22924;20650
marcos-mendes;Marcos Mendes;Ipirá;0,39%;1150;43574;22924;20650
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Ipirá;0,14%;410;43574;22924;20650
joao-santana;João Santana;Ipirá;0,30%;870;43574;22924;20650
celia-sacramento;Célia Sacramento;Ipirá;0,12%;350;43574;22924;20650
orlando-andrade;Orlando Andrade;Ipirá;0,02%;50;43574;22924;20650
rui-costa;Rui Costa;Itabela;74,02%;9296;22432;11375;11049
ze-ronaldo;Zé Ronaldo;Itabela;23,83%;2992;22432;11375;11049
marcos-mendes;Marcos Mendes;Itabela;0,20%;250;22432;11375;11049
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Itabela;0,96%;1210;22432;11375;11049
joao-santana;João Santana;Itabela;0,41%;510;22432;11375;11049
celia-sacramento;Célia Sacramento;Itabela;0,48%;600;22432;11375;11049
orlando-andrade;Orlando Andrade;Itabela;0,10%;130;22432;11375;11049
rui-costa;Rui Costa;Ipiaú;74,00%;13735;29891;16212;13679
ze-ronaldo;Zé Ronaldo;Ipiaú;23,79%;4416;29891;16212;13679
marcos-mendes;Marcos Mendes;Ipiaú;0,68%;1260;29891;16212;13679
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Ipiaú;0,48%;900;29891;16212;13679
joao-santana;João Santana;Ipiaú;0,58%;1070;29891;16212;13679
celia-sacramento;Célia Sacramento;Ipiaú;0,43%;800;29891;16212;13679
orlando-andrade;Orlando Andrade;Ipiaú;0,04%;70;29891;16212;13679
rui-costa;Rui Costa;Morpará;73,98%;3394;7215;3523;3691
ze-ronaldo;Zé Ronaldo;Morpará;25,39%;1165;7215;3523;3691
marcos-mendes;Marcos Mendes;Morpará;0,09%;40;7215;3523;3691
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Morpará;0,13%;60;7215;3523;3691
joao-santana;João Santana;Morpará;0,28%;130;7215;3523;3691
celia-sacramento;Célia Sacramento;Morpará;0,13%;60;7215;3523;3691
orlando-andrade;Orlando Andrade;Morpará;0,00%;0;7215;3523;3691
rui-costa;Rui Costa;Gavião;73,91%;2037;4309;2104;2201
ze-ronaldo;Zé Ronaldo;Gavião;24,93%;6870;4309;2104;2201
marcos-mendes;Marcos Mendes;Gavião;0,36%;100;4309;2104;2201
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Gavião;0,22%;60;4309;2104;2201
joao-santana;João Santana;Gavião;0,25%;70;4309;2104;2201
celia-sacramento;Célia Sacramento;Gavião;0,33%;90;4309;2104;2201
orlando-andrade;Orlando Andrade;Gavião;0,00%;0;4309;2104;2201
rui-costa;Rui Costa;Coaraci;73,89%;7003;16754;8669;8083
ze-ronaldo;Zé Ronaldo;Coaraci;24,37%;231;16754;8669;8083
marcos-mendes;Marcos Mendes;Coaraci;0,28%;270;16754;8669;8083
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Coaraci;0,47%;450;16754;8669;8083
joao-santana;João Santana;Coaraci;0,57%;540;16754;8669;8083
celia-sacramento;Célia Sacramento;Coaraci;0,33%;310;16754;8669;8083
orlando-andrade;Orlando Andrade;Coaraci;0,07%;70;16754;8669;8083
rui-costa;Rui Costa;Ichu;73,86%;2781;5261;2650;2604
ze-ronaldo;Zé Ronaldo;Ichu;25,44%;9580;5261;2650;2604
marcos-mendes;Marcos Mendes;Ichu;0,19%;70;5261;2650;2604
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Ichu;0,27%;100;5261;2650;2604
joao-santana;João Santana;Ichu;0,16%;60;5261;2650;2604
celia-sacramento;Célia Sacramento;Ichu;0,03%;10;5261;2650;2604
orlando-andrade;Orlando Andrade;Ichu;0,05%;20;5261;2650;2604
rui-costa;Rui Costa;Jaborandi;73,73%;36;8165;3984;4181
ze-ronaldo;Zé Ronaldo;Jaborandi;24,66%;1204;8165;3984;4181
marcos-mendes;Marcos Mendes;Jaborandi;0,33%;160;8165;3984;4181
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Jaborandi;0,31%;150;8165;3984;4181
joao-santana;João Santana;Jaborandi;0,70%;340;8165;3984;4181
celia-sacramento;Célia Sacramento;Jaborandi;0,25%;120;8165;3984;4181
orlando-andrade;Orlando Andrade;Jaborandi;0,04%;20;8165;3984;4181
rui-costa;Rui Costa;Cipó;73,69%;6038;13354;7204;6146
ze-ronaldo;Zé Ronaldo;Cipó;24,20%;1983;13354;7204;6146
marcos-mendes;Marcos Mendes;Cipó;0,60%;490;13354;7204;6146
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Cipó;1,07%;880;13354;7204;6146
joao-santana;João Santana;Cipó;0,17%;140;13354;7204;6146
celia-sacramento;Célia Sacramento;Cipó;0,26%;210;13354;7204;6146
orlando-andrade;Orlando Andrade;Cipó;0,01%;10;13354;7204;6146
rui-costa;Rui Costa;Itiúba;73,52%;1266;29225;14620;14583
ze-ronaldo;Zé Ronaldo;Itiúba;25,57%;4403;29225;14620;14583
marcos-mendes;Marcos Mendes;Itiúba;0,09%;150;29225;14620;14583
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Itiúba;0,13%;220;29225;14620;14583
joao-santana;João Santana;Itiúba;0,23%;400;29225;14620;14583
celia-sacramento;Célia Sacramento;Itiúba;0,44%;750;29225;14620;14583
orlando-andrade;Orlando Andrade;Itiúba;0,02%;40;29225;14620;14583
rui-costa;Rui Costa;Barrocas;73,38%;6949;12566;6364;6202
ze-ronaldo;Zé Ronaldo;Barrocas;26,02%;2464;12566;6364;6202
marcos-mendes;Marcos Mendes;Barrocas;0,15%;140;12566;6364;6202
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Barrocas;0,02%;20;12566;6364;6202
joao-santana;João Santana;Barrocas;0,12%;110;12566;6364;6202
celia-sacramento;Célia Sacramento;Barrocas;0,30%;280;12566;6364;6202
orlando-andrade;Orlando Andrade;Barrocas;0,02%;20;12566;6364;6202
rui-costa;Rui Costa;Camaçari;73,17%;83187;165405;90191;75214
ze-ronaldo;Zé Ronaldo;Camaçari;24,74%;28133;165405;90191;75214
marcos-mendes;Marcos Mendes;Camaçari;0,55%;6220;165405;90191;75214
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Camaçari;0,52%;5960;165405;90191;75214
joao-santana;João Santana;Camaçari;0,44%;5020;165405;90191;75214
celia-sacramento;Célia Sacramento;Camaçari;0,52%;5910;165405;90191;75214
orlando-andrade;Orlando Andrade;Camaçari;0,05%;620;165405;90191;75214
rui-costa;Rui Costa;Juazeiro;72,95%;71919;140481;75413;65068
ze-ronaldo;Zé Ronaldo;Juazeiro;24,01%;23667;140481;75413;65068
marcos-mendes;Marcos Mendes;Juazeiro;0,66%;6460;140481;75413;65068
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Juazeiro;1,28%;1266;140481;75413;65068
joao-santana;João Santana;Juazeiro;0,39%;3830;140481;75413;65068
celia-sacramento;Célia Sacramento;Juazeiro;0,66%;6510;140481;75413;65068
orlando-andrade;Orlando Andrade;Juazeiro;0,05%;490;140481;75413;65068
rui-costa;Rui Costa;Rafael Jambeiro;72,90%;7628;17634;9288;8331
ze-ronaldo;Zé Ronaldo;Rafael Jambeiro;26,52%;2775;17634;9288;8331
marcos-mendes;Marcos Mendes;Rafael Jambeiro;0,09%;90;17634;9288;8331
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Rafael Jambeiro;0,06%;60;17634;9288;8331
joao-santana;João Santana;Rafael Jambeiro;0,32%;340;17634;9288;8331
celia-sacramento;Célia Sacramento;Rafael Jambeiro;0,10%;100;17634;9288;8331
orlando-andrade;Orlando Andrade;Rafael Jambeiro;0,02%;20;17634;9288;8331
rui-costa;Rui Costa;Senhor do Bonfim;72,74%;22719;48441;26176;22265
ze-ronaldo;Zé Ronaldo;Senhor do Bonfim;25,01%;7812;48441;26176;22265
marcos-mendes;Marcos Mendes;Senhor do Bonfim;0,94%;2930;48441;26176;22265
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Senhor do Bonfim;0,57%;1770;48441;26176;22265
joao-santana;João Santana;Senhor do Bonfim;0,29%;920;48441;26176;22265
celia-sacramento;Célia Sacramento;Senhor do Bonfim;0,39%;1230;48441;26176;22265
orlando-andrade;Orlando Andrade;Senhor do Bonfim;0,05%;160;48441;26176;22265
rui-costa;Rui Costa;Jacobina;72,53%;2668;53609;29437;24172
ze-ronaldo;Zé Ronaldo;Jacobina;25,44%;9357;53609;29437;24172
marcos-mendes;Marcos Mendes;Jacobina;0,41%;1510;53609;29437;24172
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Jacobina;0,29%;1060;53609;29437;24172
joao-santana;João Santana;Jacobina;0,71%;2630;53609;29437;24172
celia-sacramento;Célia Sacramento;Jacobina;0,59%;2160;53609;29437;24172
orlando-andrade;Orlando Andrade;Jacobina;0,03%;120;53609;29437;24172
rui-costa;Rui Costa;Umburanas;72,48%;5118;9744;4828;4916
ze-ronaldo;Zé Ronaldo;Umburanas;26,67%;1883;9744;4828;4916
marcos-mendes;Marcos Mendes;Umburanas;0,18%;130;9744;4828;4916
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Umburanas;0,24%;170;9744;4828;4916
joao-santana;João Santana;Umburanas;0,18%;130;9744;4828;4916
celia-sacramento;Célia Sacramento;Umburanas;0,20%;140;9744;4828;4916
orlando-andrade;Orlando Andrade;Umburanas;0,04%;30;9744;4828;4916
rui-costa;Rui Costa;Ibicaraí;72,35%;7923;18514;9700;8799
ze-ronaldo;Zé Ronaldo;Ibicaraí;25,46%;2788;18514;9700;8799
marcos-mendes;Marcos Mendes;Ibicaraí;0,55%;600;18514;9700;8799
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Ibicaraí;0,76%;830;18514;9700;8799
joao-santana;João Santana;Ibicaraí;0,43%;470;18514;9700;8799
celia-sacramento;Célia Sacramento;Ibicaraí;0,37%;410;18514;9700;8799
orlando-andrade;Orlando Andrade;Ibicaraí;0,08%;90;18514;9700;8799
rui-costa;Rui Costa;São Gonçalo dos Campos;72,27%;14294;27915;14817;13096
ze-ronaldo;Zé Ronaldo;São Gonçalo dos Campos;26,54%;525;27915;14817;13096
marcos-mendes;Marcos Mendes;São Gonçalo dos Campos;0,46%;900;27915;14817;13096
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;São Gonçalo dos Campos;0,22%;430;27915;14817;13096
joao-santana;João Santana;São Gonçalo dos Campos;0,22%;430;27915;14817;13096
celia-sacramento;Célia Sacramento;São Gonçalo dos Campos;0,27%;530;27915;14817;13096
orlando-andrade;Orlando Andrade;São Gonçalo dos Campos;0,03%;50;27915;14817;13096
rui-costa;Rui Costa;Ipupiara;72,26%;3676;7804;3854;3945
ze-ronaldo;Zé Ronaldo;Ipupiara;26,77%;1362;7804;3854;3945
marcos-mendes;Marcos Mendes;Ipupiara;0,20%;100;7804;3854;3945
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Ipupiara;0,45%;230;7804;3854;3945
joao-santana;João Santana;Ipupiara;0,24%;120;7804;3854;3945
celia-sacramento;Célia Sacramento;Ipupiara;0,08%;40;7804;3854;3945
orlando-andrade;Orlando Andrade;Ipupiara;0,00%;0;7804;3854;3945
rui-costa;Rui Costa;Salvador;72,23%;893669;1827436;1022159;805276
ze-ronaldo;Zé Ronaldo;Salvador;23,62%;292297;1827436;1022159;805276
marcos-mendes;Marcos Mendes;Salvador;1,61%;19877;1827436;1022159;805276
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Salvador;0,82%;10131;1827436;1022159;805276
joao-santana;João Santana;Salvador;0,73%;9085;1827436;1022159;805276
celia-sacramento;Célia Sacramento;Salvador;0,92%;11359;1827436;1022159;805276
orlando-andrade;Orlando Andrade;Salvador;0,07%;8840;1827436;1022159;805276
rui-costa;Rui Costa;Itarantim;72,06%;5933;14170;7051;7116
ze-ronaldo;Zé Ronaldo;Itarantim;26,31%;2166;14170;7051;7116
marcos-mendes;Marcos Mendes;Itarantim;0,18%;150;14170;7051;7116
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Itarantim;0,68%;560;14170;7051;7116
joao-santana;João Santana;Itarantim;0,47%;390;14170;7051;7116
celia-sacramento;Célia Sacramento;Itarantim;0,26%;210;14170;7051;7116
orlando-andrade;Orlando Andrade;Itarantim;0,04%;30;14170;7051;7116
rui-costa;Rui Costa;Pau Brasil;71,99%;3251;7209;3618;3591
ze-ronaldo;Zé Ronaldo;Pau Brasil;26,42%;1193;7209;3618;3591
marcos-mendes;Marcos Mendes;Pau Brasil;0,20%;90;7209;3618;3591
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Pau Brasil;0,53%;240;7209;3618;3591
joao-santana;João Santana;Pau Brasil;0,51%;230;7209;3618;3591
celia-sacramento;Célia Sacramento;Pau Brasil;0,33%;150;7209;3618;3591
orlando-andrade;Orlando Andrade;Pau Brasil;0,02%;10;7209;3618;3591
rui-costa;Rui Costa;Canavieiras;71,97%;10075;23053;12003;11050
ze-ronaldo;Zé Ronaldo;Canavieiras;25,04%;3505;23053;12003;11050
marcos-mendes;Marcos Mendes;Canavieiras;0,38%;530;23053;12003;11050
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Canavieiras;1,01%;1410;23053;12003;11050
joao-santana;João Santana;Canavieiras;1,14%;1590;23053;12003;11050
celia-sacramento;Célia Sacramento;Canavieiras;0,40%;560;23053;12003;11050
orlando-andrade;Orlando Andrade;Canavieiras;0,06%;90;23053;12003;11050
rui-costa;Rui Costa;Capim Grosso;71,93%;9689;22621;11945;10650
ze-ronaldo;Zé Ronaldo;Capim Grosso;26,93%;3627;22621;11945;10650
marcos-mendes;Marcos Mendes;Capim Grosso;0,29%;390;22621;11945;10650
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Capim Grosso;0,28%;380;22621;11945;10650
joao-santana;João Santana;Capim Grosso;0,30%;410;22621;11945;10650
celia-sacramento;Célia Sacramento;Capim Grosso;0,24%;330;22621;11945;10650
orlando-andrade;Orlando Andrade;Capim Grosso;0,02%;30;22621;11945;10650
rui-costa;Rui Costa;Cordeiros;71,69%;2722;6985;3576;3408
ze-ronaldo;Zé Ronaldo;Cordeiros;26,94%;1023;6985;3576;3408
marcos-mendes;Marcos Mendes;Cordeiros;0,34%;130;6985;3576;3408
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Cordeiros;0,40%;150;6985;3576;3408
joao-santana;João Santana;Cordeiros;0,32%;120;6985;3576;3408
celia-sacramento;Célia Sacramento;Cordeiros;0,26%;100;6985;3576;3408
orlando-andrade;Orlando Andrade;Cordeiros;0,05%;20;6985;3576;3408
rui-costa;Rui Costa;Cocos;71,62%;7012;14603;7114;7489
ze-ronaldo;Zé Ronaldo;Cocos;27,91%;2732;14603;7114;7489
marcos-mendes;Marcos Mendes;Cocos;0,06%;60;14603;7114;7489
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Cocos;0,18%;180;14603;7114;7489
joao-santana;João Santana;Cocos;0,18%;180;14603;7114;7489
celia-sacramento;Célia Sacramento;Cocos;0,02%;20;14603;7114;7489
orlando-andrade;Orlando Andrade;Cocos;0,02%;20;14603;7114;7489
rui-costa;Rui Costa;Ibiassucê;71,57%;3919;8781;4357;4415
ze-ronaldo;Zé Ronaldo;Ibiassucê;28,03%;1535;8781;4357;4415
marcos-mendes;Marcos Mendes;Ibiassucê;0,02%;10;8781;4357;4415
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Ibiassucê;0,11%;60;8781;4357;4415
joao-santana;João Santana;Ibiassucê;0,11%;60;8781;4357;4415
