key_url;governor;name;percentage;votes;totalVotes;mascVotes;femnVotes
celia-sacramento;Célia Sacramento;Jeremoabo;0,18%;320;26738;13634;13096
orlando-andrade;Orlando Andrade;Jeremoabo;0,02%;30;26738;13634;13096
rui-costa;Rui Costa;Coribe;88,36%;6641;11782;5773;6009
ze-ronaldo;Zé Ronaldo;Coribe;10,74%;8070;11782;5773;6009
marcos-mendes;Marcos Mendes;Coribe;0,04%;30;11782;5773;6009
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Coribe;0,59%;440;11782;5773;6009
joao-santana;João Santana;Coribe;0,13%;100;11782;5773;6009
celia-sacramento;Célia Sacramento;Coribe;0,15%;110;11782;5773;6009
orlando-andrade;Orlando Andrade;Coribe;0,00%;0;11782;5773;6009
rui-costa;Rui Costa;Piatã;88,36%;8293;16459;8545;7913
ze-ronaldo;Zé Ronaldo;Piatã;10,31%;9680;16459;8545;7913
marcos-mendes;Marcos Mendes;Piatã;0,30%;280;16459;8545;7913
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Piatã;0,56%;530;16459;8545;7913
joao-santana;João Santana;Piatã;0,27%;250;16459;8545;7913
celia-sacramento;Célia Sacramento;Piatã;0,17%;160;16459;8545;7913
orlando-andrade;Orlando Andrade;Piatã;0,02%;20;16459;8545;7913
rui-costa;Rui Costa;Rio de Contas;88,36%;6366;11922;6151;5767
ze-ronaldo;Zé Ronaldo;Rio de Contas;10,52%;7580;11922;6151;5767
marcos-mendes;Marcos Mendes;Rio de Contas;0,28%;200;11922;6151;5767
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Rio de Contas;0,37%;270;11922;6151;5767
joao-santana;João Santana;Rio de Contas;0,22%;160;11922;6151;5767
celia-sacramento;Célia Sacramento;Rio de Contas;0,22%;160;11922;6151;5767
orlando-andrade;Orlando Andrade;Rio de Contas;0,03%;20;11922;6151;5767
rui-costa;Rui Costa;Jiquiriçá;88,18%;5791;10702;5334;5362
ze-ronaldo;Zé Ronaldo;Jiquiriçá;10,93%;7180;10702;5334;5362
marcos-mendes;Marcos Mendes;Jiquiriçá;0,18%;120;10702;5334;5362
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Jiquiriçá;0,06%;40;10702;5334;5362
joao-santana;João Santana;Jiquiriçá;0,46%;300;10702;5334;5362
celia-sacramento;Célia Sacramento;Jiquiriçá;0,18%;120;10702;5334;5362
orlando-andrade;Orlando Andrade;Jiquiriçá;0,00%;0;10702;5334;5362
rui-costa;Rui Costa;São Francisco do Conde;88,09%;20339;31167;16865;14302
ze-ronaldo;Zé Ronaldo;São Francisco do Conde;10,66%;2461;31167;16865;14302
marcos-mendes;Marcos Mendes;São Francisco do Conde;0,34%;780;31167;16865;14302
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;São Francisco do Conde;0,23%;520;31167;16865;14302
joao-santana;João Santana;São Francisco do Conde;0,29%;680;31167;16865;14302
celia-sacramento;Célia Sacramento;São Francisco do Conde;0,36%;820;31167;16865;14302
orlando-andrade;Orlando Andrade;São Francisco do Conde;0,04%;100;31167;16865;14302
rui-costa;Rui Costa;Aratuípe;88,07%;4459;7854;3997;3855
ze-ronaldo;Zé Ronaldo;Aratuípe;10,63%;5380;7854;3997;3855
marcos-mendes;Marcos Mendes;Aratuípe;0,41%;210;7854;3997;3855
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Aratuípe;0,38%;190;7854;3997;3855
joao-santana;João Santana;Aratuípe;0,26%;130;7854;3997;3855
celia-sacramento;Célia Sacramento;Aratuípe;0,18%;90;7854;3997;3855
orlando-andrade;Orlando Andrade;Aratuípe;0,08%;40;7854;3997;3855
rui-costa;Rui Costa;Lamarão;88,07%;4141;7887;3954;3932
ze-ronaldo;Zé Ronaldo;Lamarão;11,42%;5370;7887;3954;3932
marcos-mendes;Marcos Mendes;Lamarão;0,19%;90;7887;3954;3932
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Lamarão;0,11%;50;7887;3954;3932
joao-santana;João Santana;Lamarão;0,09%;40;7887;3954;3932
celia-sacramento;Célia Sacramento;Lamarão;0,13%;60;7887;3954;3932
orlando-andrade;Orlando Andrade;Lamarão;0,00%;0;7887;3954;3932
rui-costa;Rui Costa;Quinjingue;87,88%;12002;20709;10102;10600
ze-ronaldo;Zé Ronaldo;Quinjingue;11,59%;1583;20709;10102;10600
marcos-mendes;Marcos Mendes;Quinjingue;0,13%;180;20709;10102;10600
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Quinjingue;0,11%;150;20709;10102;10600
joao-santana;João Santana;Quinjingue;0,15%;200;20709;10102;10600
celia-sacramento;Célia Sacramento;Quinjingue;0,12%;170;20709;10102;10600
orlando-andrade;Orlando Andrade;Quinjingue;0,01%;20;20709;10102;10600
rui-costa;Rui Costa;Riachão das Neves;87,82%;10235;18445;8997;9438
ze-ronaldo;Zé Ronaldo;Riachão das Neves;11,02%;1284;18445;8997;9438
marcos-mendes;Marcos Mendes;Riachão das Neves;0,30%;350;18445;8997;9438
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Riachão das Neves;0,33%;390;18445;8997;9438
joao-santana;João Santana;Riachão das Neves;0,41%;480;18445;8997;9438
celia-sacramento;Célia Sacramento;Riachão das Neves;0,11%;130;18445;8997;9438
orlando-andrade;Orlando Andrade;Riachão das Neves;0,01%;10;18445;8997;9438
rui-costa;Rui Costa;Candeias;87,72%;38651;62371;32917;29445
ze-ronaldo;Zé Ronaldo;Candeias;11,06%;4873;62371;32917;29445
marcos-mendes;Marcos Mendes;Candeias;0,33%;1460;62371;32917;29445
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Candeias;0,31%;1350;62371;32917;29445
joao-santana;João Santana;Candeias;0,29%;1270;62371;32917;29445
celia-sacramento;Célia Sacramento;Candeias;0,27%;1200;62371;32917;29445
orlando-andrade;Orlando Andrade;Candeias;0,02%;110;62371;32917;29445
rui-costa;Rui Costa;Casa Nova;87,60%;2945;51739;25877;25861
ze-ronaldo;Zé Ronaldo;Casa Nova;11,11%;3735;51739;25877;25861
marcos-mendes;Marcos Mendes;Casa Nova;0,23%;770;51739;25877;25861
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Casa Nova;0,58%;1940;51739;25877;25861
joao-santana;João Santana;Casa Nova;0,27%;900;51739;25877;25861
celia-sacramento;Célia Sacramento;Casa Nova;0,18%;620;51739;25877;25861
orlando-andrade;Orlando Andrade;Casa Nova;0,03%;90;51739;25877;25861
rui-costa;Rui Costa;Olindina;87,60%;10361;20131;10235;9886
ze-ronaldo;Zé Ronaldo;Olindina;11,69%;1383;20131;10235;9886
marcos-mendes;Marcos Mendes;Olindina;0,14%;170;20131;10235;9886
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Olindina;0,17%;200;20131;10235;9886
joao-santana;João Santana;Olindina;0,25%;290;20131;10235;9886
celia-sacramento;Célia Sacramento;Olindina;0,13%;150;20131;10235;9886
orlando-andrade;Orlando Andrade;Olindina;0,03%;30;20131;10235;9886
rui-costa;Rui Costa;Malhada de Pedras;87,59%;4166;6726;3291;3435
ze-ronaldo;Zé Ronaldo;Malhada de Pedras;11,35%;5400;6726;3291;3435
marcos-mendes;Marcos Mendes;Malhada de Pedras;0,13%;60;6726;3291;3435
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Malhada de Pedras;0,40%;190;6726;3291;3435
joao-santana;João Santana;Malhada de Pedras;0,25%;120;6726;3291;3435
celia-sacramento;Célia Sacramento;Malhada de Pedras;0,19%;90;6726;3291;3435
orlando-andrade;Orlando Andrade;Malhada de Pedras;0,08%;40;6726;3291;3435
rui-costa;Rui Costa;Nordestina;87,52%;5273;10379;5020;5350
ze-ronaldo;Zé Ronaldo;Nordestina;11,90%;7170;10379;5020;5350
marcos-mendes;Marcos Mendes;Nordestina;0,12%;70;10379;5020;5350
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Nordestina;0,13%;80;10379;5020;5350
joao-santana;João Santana;Nordestina;0,15%;90;10379;5020;5350
celia-sacramento;Célia Sacramento;Nordestina;0,15%;90;10379;5020;5350
orlando-andrade;Orlando Andrade;Nordestina;0,03%;20;10379;5020;5350
rui-costa;Rui Costa;Caem;87,31%;4376;7322;3872;3450
ze-ronaldo;Zé Ronaldo;Caem;11,63%;5830;7322;3872;3450
marcos-mendes;Marcos Mendes;Caem;0,38%;190;7322;3872;3450
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Caem;0,26%;130;7322;3872;3450
joao-santana;João Santana;Caem;0,26%;130;7322;3872;3450
celia-sacramento;Célia Sacramento;Caem;0,16%;80;7322;3872;3450
orlando-andrade;Orlando Andrade;Caem;0,00%;0;7322;3872;3450
rui-costa;Rui Costa;Barra;87,27%;19999;35732;17566;18134
ze-ronaldo;Zé Ronaldo;Barra;11,82%;2709;35732;17566;18134
marcos-mendes;Marcos Mendes;Barra;0,07%;170;35732;17566;18134
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Barra;0,31%;720;35732;17566;18134
joao-santana;João Santana;Barra;0,26%;600;35732;17566;18134
celia-sacramento;Célia Sacramento;Barra;0,25%;580;35732;17566;18134
orlando-andrade;Orlando Andrade;Barra;0,00%;10;35732;17566;18134
rui-costa;Rui Costa;Encruzilhada;87,23%;7828;14389;7197;7192
ze-ronaldo;Zé Ronaldo;Encruzilhada;11,68%;1048;14389;7197;7192
marcos-mendes;Marcos Mendes;Encruzilhada;0,18%;160;14389;7197;7192
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Encruzilhada;0,32%;290;14389;7197;7192
joao-santana;João Santana;Encruzilhada;0,32%;290;14389;7197;7192
celia-sacramento;Célia Sacramento;Encruzilhada;0,25%;220;14389;7197;7192
orlando-andrade;Orlando Andrade;Encruzilhada;0,02%;20;14389;7197;7192
rui-costa;Rui Costa;Ibicuí;87,19%;5657;10975;5537;5433
ze-ronaldo;Zé Ronaldo;Ibicuí;11,53%;7480;10975;5537;5433
marcos-mendes;Marcos Mendes;Ibicuí;0,40%;260;10975;5537;5433
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Ibicuí;0,34%;220;10975;5537;5433
joao-santana;João Santana;Ibicuí;0,25%;160;10975;5537;5433
celia-sacramento;Célia Sacramento;Ibicuí;0,25%;160;10975;5537;5433
orlando-andrade;Orlando Andrade;Ibicuí;0,05%;30;10975;5537;5433
rui-costa;Rui Costa;Barra da Estiva;87,05%;10386;18854;9425;9412
ze-ronaldo;Zé Ronaldo;Barra da Estiva;11,81%;1409;18854;9425;9412
marcos-mendes;Marcos Mendes;Barra da Estiva;0,22%;260;18854;9425;9412
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Barra da Estiva;0,44%;530;18854;9425;9412
joao-santana;João Santana;Barra da Estiva;0,27%;320;18854;9425;9412
celia-sacramento;Célia Sacramento;Barra da Estiva;0,18%;220;18854;9425;9412
orlando-andrade;Orlando Andrade;Barra da Estiva;0,03%;30;18854;9425;9412
rui-costa;Rui Costa;Monte Santo;87,04%;23222;43120;21244;21856
ze-ronaldo;Zé Ronaldo;Monte Santo;12,41%;3312;43120;21244;21856
marcos-mendes;Marcos Mendes;Monte Santo;0,09%;240;43120;21244;21856
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Monte Santo;0,11%;290;43120;21244;21856
joao-santana;João Santana;Monte Santo;0,22%;590;43120;21244;21856
celia-sacramento;Célia Sacramento;Monte Santo;0,12%;330;43120;21244;21856
orlando-andrade;Orlando Andrade;Monte Santo;0,01%;20;43120;21244;21856
rui-costa;Rui Costa;Caraíbas;87,01%;4441;8358;4073;4281
ze-ronaldo;Zé Ronaldo;Caraíbas;11,72%;5980;8358;4073;4281
marcos-mendes;Marcos Mendes;Caraíbas;0,20%;100;8358;4073;4281
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Caraíbas;0,51%;260;8358;4073;4281
joao-santana;João Santana;Caraíbas;0,41%;210;8358;4073;4281
celia-sacramento;Célia Sacramento;Caraíbas;0,14%;70;8358;4073;4281
orlando-andrade;Orlando Andrade;Caraíbas;0,02%;10;8358;4073;4281
rui-costa;Rui Costa;Remanso;86,84%;1684;30249;15655;14566
ze-ronaldo;Zé Ronaldo;Remanso;12,07%;2341;30249;15655;14566
marcos-mendes;Marcos Mendes;Remanso;0,30%;580;30249;15655;14566
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Remanso;0,39%;750;30249;15655;14566
joao-santana;João Santana;Remanso;0,25%;480;30249;15655;14566
celia-sacramento;Célia Sacramento;Remanso;0,15%;290;30249;15655;14566
orlando-andrade;Orlando Andrade;Remanso;0,01%;10;30249;15655;14566
rui-costa;Rui Costa;Adustina;86,82%;6712;11118;5776;5342
ze-ronaldo;Zé Ronaldo;Adustina;12,34%;9540;11118;5776;5342
marcos-mendes;Marcos Mendes;Adustina;0,22%;170;11118;5776;5342
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Adustina;0,18%;140;11118;5776;5342
joao-santana;João Santana;Adustina;0,26%;200;11118;5776;5342
celia-sacramento;Célia Sacramento;Adustina;0,18%;140;11118;5776;5342
orlando-andrade;Orlando Andrade;Adustina;0,00%;0;11118;5776;5342
rui-costa;Rui Costa;Teofilândia;86,80%;9084;17154;8726;8423
ze-ronaldo;Zé Ronaldo;Teofilândia;12,44%;1302;17154;8726;8423
marcos-mendes;Marcos Mendes;Teofilândia;0,31%;320;17154;8726;8423
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Teofilândia;0,13%;140;17154;8726;8423
joao-santana;João Santana;Teofilândia;0,20%;210;17154;8726;8423
celia-sacramento;Célia Sacramento;Teofilândia;0,11%;120;17154;8726;8423
orlando-andrade;Orlando Andrade;Teofilândia;0,01%;10;17154;8726;8423
rui-costa;Rui Costa;Pedro Alexandre;86,79%;5229;9592;4772;4808
ze-ronaldo;Zé Ronaldo;Pedro Alexandre;12,41%;7480;9592;4772;4808
marcos-mendes;Marcos Mendes;Pedro Alexandre;0,12%;70;9592;4772;4808
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Pedro Alexandre;0,17%;100;9592;4772;4808
joao-santana;João Santana;Pedro Alexandre;0,25%;150;9592;4772;4808
celia-sacramento;Célia Sacramento;Pedro Alexandre;0,22%;130;9592;4772;4808
orlando-andrade;Orlando Andrade;Pedro Alexandre;0,05%;30;9592;4772;4808
rui-costa;Rui Costa;Marcionílio Souza;86,78%;4051;7703;3880;3820
ze-ronaldo;Zé Ronaldo;Marcionílio Souza;12,83%;5990;7703;3880;3820
marcos-mendes;Marcos Mendes;Marcionílio Souza;0,11%;50;7703;3880;3820
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Marcionílio Souza;0,09%;40;7703;3880;3820
joao-santana;João Santana;Marcionílio Souza;0,11%;50;7703;3880;3820
celia-sacramento;Célia Sacramento;Marcionílio Souza;0,09%;40;7703;3880;3820
orlando-andrade;Orlando Andrade;Marcionílio Souza;0,00%;0;7703;3880;3820
rui-costa;Rui Costa;Rodelas;86,78%;3891;6447;3324;3123
ze-ronaldo;Zé Ronaldo;Rodelas;12,31%;5520;6447;3324;3123
marcos-mendes;Marcos Mendes;Rodelas;0,11%;50;6447;3324;3123
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Rodelas;0,36%;160;6447;3324;3123
joao-santana;João Santana;Rodelas;0,22%;100;6447;3324;3123
celia-sacramento;Célia Sacramento;Rodelas;0,22%;100;6447;3324;3123
orlando-andrade;Orlando Andrade;Rodelas;0,00%;0;6447;3324;3123
rui-costa;Rui Costa;Paratinga;86,62%;12866;22639;11271;11345
ze-ronaldo;Zé Ronaldo;Paratinga;12,58%;1868;22639;11271;11345
marcos-mendes;Marcos Mendes;Paratinga;0,08%;120;22639;11271;11345
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Paratinga;0,26%;380;22639;11271;11345
joao-santana;João Santana;Paratinga;0,26%;390;22639;11271;11345
celia-sacramento;Célia Sacramento;Paratinga;0,20%;290;22639;11271;11345
orlando-andrade;Orlando Andrade;Paratinga;0,01%;10;22639;11271;11345
rui-costa;Rui Costa;Cristópolis;86,53%;6452;11801;5769;6024
ze-ronaldo;Zé Ronaldo;Cristópolis;12,18%;9080;11801;5769;6024
marcos-mendes;Marcos Mendes;Cristópolis;0,12%;90;11801;5769;6024
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Cristópolis;0,59%;440;11801;5769;6024
joao-santana;João Santana;Cristópolis;0,34%;250;11801;5769;6024
celia-sacramento;Célia Sacramento;Cristópolis;0,23%;170;11801;5769;6024
orlando-andrade;Orlando Andrade;Cristópolis;0,01%;10;11801;5769;6024
rui-costa;Rui Costa;Cachoeira;86,52%;14578;25111;13095;12000
ze-ronaldo;Zé Ronaldo;Cachoeira;12,00%;2022;25111;13095;12000
marcos-mendes;Marcos Mendes;Cachoeira;0,46%;780;25111;13095;12000
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Cachoeira;0,36%;600;25111;13095;12000
joao-santana;João Santana;Cachoeira;0,27%;450;25111;13095;12000
celia-sacramento;Célia Sacramento;Cachoeira;0,36%;600;25111;13095;12000
orlando-andrade;Orlando Andrade;Cachoeira;0,04%;70;25111;13095;12000
rui-costa;Rui Costa;Varzedo;86,46%;4887;7902;4057;3845
ze-ronaldo;Zé Ronaldo;Varzedo;12,97%;7330;7902;4057;3845
marcos-mendes;Marcos Mendes;Varzedo;0,14%;80;7902;4057;3845
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Varzedo;0,14%;80;7902;4057;3845
joao-santana;João Santana;Varzedo;0,12%;70;7902;4057;3845
celia-sacramento;Célia Sacramento;Varzedo;0,12%;70;7902;4057;3845
orlando-andrade;Orlando Andrade;Varzedo;0,04%;20;7902;4057;3845
rui-costa;Rui Costa;Itaparica;86,45%;10096;16599;8901;7697
ze-ronaldo;Zé Ronaldo;Itaparica;11,86%;1385;16599;8901;7697
marcos-mendes;Marcos Mendes;Itaparica;0,75%;880;16599;8901;7697
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Itaparica;0,30%;350;16599;8901;7697
joao-santana;João Santana;Itaparica;0,23%;270;16599;8901;7697
celia-sacramento;Célia Sacramento;Itaparica;0,38%;440;16599;8901;7697
orlando-andrade;Orlando Andrade;Itaparica;0,03%;40;16599;8901;7697
rui-costa;Rui Costa;Lapão;86,37%;12437;21311;10835;10474
ze-ronaldo;Zé Ronaldo;Lapão;12,96%;1866;21311;10835;10474
marcos-mendes;Marcos Mendes;Lapão;0,22%;320;21311;10835;10474
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Lapão;0,10%;140;21311;10835;10474
joao-santana;João Santana;Lapão;0,22%;310;21311;10835;10474
celia-sacramento;Célia Sacramento;Lapão;0,10%;140;21311;10835;10474
orlando-andrade;Orlando Andrade;Lapão;0,03%;50;21311;10835;10474
rui-costa;Rui Costa;Livramento de Nossa Senhora;86,36%;1766;33571;16780;16775
ze-ronaldo;Zé Ronaldo;Livramento de Nossa Senhora;12,24%;2503;33571;16780;16775
marcos-mendes;Marcos Mendes;Livramento de Nossa Senhora;0,35%;710;33571;16780;16775
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Livramento de Nossa Senhora;0,45%;920;33571;16780;16775
joao-santana;João Santana;Livramento de Nossa Senhora;0,30%;620;33571;16780;16775
celia-sacramento;Célia Sacramento;Livramento de Nossa Senhora;0,30%;610;33571;16780;16775
orlando-andrade;Orlando Andrade;Livramento de Nossa Senhora;0,00%;10;33571;16780;16775
rui-costa;Rui Costa;Uauá;86,36%;11141;21072;10750;10311
ze-ronaldo;Zé Ronaldo;Uauá;12,90%;1664;21072;10750;10311
marcos-mendes;Marcos Mendes;Uauá;0,24%;310;21072;10750;10311
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Uauá;0,13%;170;21072;10750;10311
joao-santana;João Santana;Uauá;0,16%;200;21072;10750;10311
celia-sacramento;Célia Sacramento;Uauá;0,20%;260;21072;10750;10311
orlando-andrade;Orlando Andrade;Uauá;0,01%;10;21072;10750;10311
rui-costa;Rui Costa;Antônio Cardoso;86,34%;7187;10724;5623;5101
ze-ronaldo;Zé Ronaldo;Antônio Cardoso;12,93%;1076;10724;5623;5101
marcos-mendes;Marcos Mendes;Antônio Cardoso;0,24%;200;10724;5623;5101
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Antônio Cardoso;0,06%;50;10724;5623;5101
joao-santana;João Santana;Antônio Cardoso;0,17%;140;10724;5623;5101
celia-sacramento;Célia Sacramento;Antônio Cardoso;0,24%;200;10724;5623;5101
orlando-andrade;Orlando Andrade;Antônio Cardoso;0,02%;20;10724;5623;5101
rui-costa;Rui Costa;Sobradinho;86,25%;993;17594;9021;8562
ze-ronaldo;Zé Ronaldo;Sobradinho;11,56%;1331;17594;9021;8562
marcos-mendes;Marcos Mendes;Sobradinho;0,38%;440;17594;9021;8562
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Sobradinho;0,94%;1080;17594;9021;8562
joao-santana;João Santana;Sobradinho;0,32%;370;17594;9021;8562
celia-sacramento;Célia Sacramento;Sobradinho;0,52%;600;17594;9021;8562
orlando-andrade;Orlando Andrade;Sobradinho;0,03%;30;17594;9021;8562
rui-costa;Rui Costa;Bom Jesus da Lapa;86,23%;24049;45619;23694;21912
ze-ronaldo;Zé Ronaldo;Bom Jesus da Lapa;12,30%;3429;45619;23694;21912
marcos-mendes;Marcos Mendes;Bom Jesus da Lapa;0,34%;940;45619;23694;21912
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Bom Jesus da Lapa;0,52%;1460;45619;23694;21912
joao-santana;João Santana;Bom Jesus da Lapa;0,28%;770;45619;23694;21912
celia-sacramento;Célia Sacramento;Bom Jesus da Lapa;0,31%;870;45619;23694;21912
orlando-andrade;Orlando Andrade;Bom Jesus da Lapa;0,02%;60;45619;23694;21912
rui-costa;Rui Costa;Jitaúna;86,22%;6209;11107;5693;5414
ze-ronaldo;Zé Ronaldo;Jitaúna;12,66%;9120;11107;5693;5414
marcos-mendes;Marcos Mendes;Jitaúna;0,15%;110;11107;5693;5414
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Jitaúna;0,22%;160;11107;5693;5414
joao-santana;João Santana;Jitaúna;0,50%;360;11107;5693;5414
celia-sacramento;Célia Sacramento;Jitaúna;0,22%;160;11107;5693;5414
orlando-andrade;Orlando Andrade;Jitaúna;0,01%;10;11107;5693;5414
rui-costa;Rui Costa;São José do Jacuípe;86,22%;4111;7915;3998;3914
ze-ronaldo;Zé Ronaldo;São José do Jacuípe;13,13%;6260;7915;3998;3914
marcos-mendes;Marcos Mendes;São José do Jacuípe;0,13%;60;7915;3998;3914
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;São José do Jacuípe;0,08%;40;7915;3998;3914
joao-santana;João Santana;São José do Jacuípe;0,21%;100;7915;3998;3914
celia-sacramento;Célia Sacramento;São José do Jacuípe;0,23%;110;7915;3998;3914
orlando-andrade;Orlando Andrade;São José do Jacuípe;0,00%;0;7915;3998;3914
rui-costa;Rui Costa;Catolândia;86,20%;2123;3510;1641;1869
ze-ronaldo;Zé Ronaldo;Catolândia;12,99%;3200;3510;1641;1869
marcos-mendes;Marcos Mendes;Catolândia;0,04%;10;3510;1641;1869
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Catolândia;0,16%;40;3510;1641;1869
joao-santana;João Santana;Catolândia;0,49%;120;3510;1641;1869
celia-sacramento;Célia Sacramento;Catolândia;0,08%;20;3510;1641;1869
orlando-andrade;Orlando Andrade;Catolândia;0,04%;10;3510;1641;1869
rui-costa;Rui Costa;Pojuca;86,17%;14062;26812;14273;12539
ze-ronaldo;Zé Ronaldo;Pojuca;12,11%;1976;26812;14273;12539
marcos-mendes;Marcos Mendes;Pojuca;0,37%;600;26812;14273;12539
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Pojuca;0,50%;810;26812;14273;12539
joao-santana;João Santana;Pojuca;0,31%;500;26812;14273;12539
celia-sacramento;Célia Sacramento;Pojuca;0,53%;870;26812;14273;12539
orlando-andrade;Orlando Andrade;Pojuca;0,02%;30;26812;14273;12539
rui-costa;Rui Costa;Madre de Deus;86,16%;962;14496;7732;6764
ze-ronaldo;Zé Ronaldo;Madre de Deus;12,23%;1366;14496;7732;6764
marcos-mendes;Marcos Mendes;Madre de Deus;0,54%;600;14496;7732;6764
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Madre de Deus;0,36%;400;14496;7732;6764
joao-santana;João Santana;Madre de Deus;0,30%;340;14496;7732;6764
celia-sacramento;Célia Sacramento;Madre de Deus;0,37%;410;14496;7732;6764
orlando-andrade;Orlando Andrade;Madre de Deus;0,04%;40;14496;7732;6764
rui-costa;Rui Costa;Vera Cruz;85,96%;1888;29267;15779;13488
ze-ronaldo;Zé Ronaldo;Vera Cruz;12,23%;2686;29267;15779;13488
marcos-mendes;Marcos Mendes;Vera Cruz;0,36%;780;29267;15779;13488
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Vera Cruz;0,68%;1490;29267;15779;13488
joao-santana;João Santana;Vera Cruz;0,46%;1000;29267;15779;13488
celia-sacramento;Célia Sacramento;Vera Cruz;0,31%;690;29267;15779;13488
orlando-andrade;Orlando Andrade;Vera Cruz;0,01%;20;29267;15779;13488
rui-costa;Rui Costa;Érico Cardoso;85,95%;3678;8930;4497;4425
ze-ronaldo;Zé Ronaldo;Érico Cardoso;12,78%;5470;8930;4497;4425
marcos-mendes;Marcos Mendes;Érico Cardoso;0,16%;70;8930;4497;4425
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Érico Cardoso;0,42%;180;8930;4497;4425
joao-santana;João Santana;Érico Cardoso;0,35%;150;8930;4497;4425
celia-sacramento;Célia Sacramento;Érico Cardoso;0,33%;140;8930;4497;4425
orlando-andrade;Orlando Andrade;Érico Cardoso;0,00%;0;8930;4497;4425
rui-costa;Rui Costa;Muquém do São Francisco;85,95%;5104;8963;4283;4666
ze-ronaldo;Zé Ronaldo;Muquém do São Francisco;13,49%;8010;8963;4283;4666
marcos-mendes;Marcos Mendes;Muquém do São Francisco;0,10%;60;8963;4283;4666
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Muquém do São Francisco;0,27%;160;8963;4283;4666
joao-santana;João Santana;Muquém do São Francisco;0,10%;60;8963;4283;4666
celia-sacramento;Célia Sacramento;Muquém do São Francisco;0,07%;40;8963;4283;4666
orlando-andrade;Orlando Andrade;Muquém do São Francisco;0,02%;10;8963;4283;4666
rui-costa;Rui Costa;Teolândia;85,88%;5768;10557;5311;5244
ze-ronaldo;Zé Ronaldo;Teolândia;13,36%;8970;10557;5311;5244
marcos-mendes;Marcos Mendes;Teolândia;0,10%;70;10557;5311;5244
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Teolândia;0,09%;60;10557;5311;5244
joao-santana;João Santana;Teolândia;0,31%;210;10557;5311;5244
celia-sacramento;Célia Sacramento;Teolândia;0,25%;170;10557;5311;5244
orlando-andrade;Orlando Andrade;Teolândia;0,00%;0;10557;5311;5244
rui-costa;Rui Costa;Terra Nova;85,87%;5492;9859;5118;4737
ze-ronaldo;Zé Ronaldo;Terra Nova;12,96%;8290;9859;5118;4737
marcos-mendes;Marcos Mendes;Terra Nova;0,33%;210;9859;5118;4737
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Terra Nova;0,14%;90;9859;5118;4737
joao-santana;João Santana;Terra Nova;0,30%;190;9859;5118;4737
celia-sacramento;Célia Sacramento;Terra Nova;0,36%;230;9859;5118;4737
orlando-andrade;Orlando Andrade;Terra Nova;0,05%;30;9859;5118;4737
rui-costa;Rui Costa;Cansanção;85,85%;15091;27044;13616;13414
