id_ibge_cidade;cidade;populacao_2021;idh;pib;pib_per_capta;salario_medio_mensal;microrregiao;mesorregiao;regiao_imediata;regiao_intermediaria;estado;regiao
2924009;Paulo Afonso;108396;0.674;3688065.2;31312.64;2.1;Paulo Afonso;Vale São-Franciscano da Bahia;Paulo Afonso;Paulo Afonso;Bahia;Nordeste
2902500;Baianópolis;13850;0.589;169459.39;12211.53;1.9;Barreiras;Extremo Oeste Baiano;Barreiras;Barreiras;Bahia;Nordeste
2904852;Cabaceiras do Paraguaçu;17327;0.581;130050.25;6914.99;1.9;Santo Antônio de Jesus;Metropolitana de Salvador;Cruz das Almas;Santo Antônio de Jesus;Bahia;Nordeste
2908606;Conde;23620;0.56;285928.47;11066.63;2.3;Entre Rios;Nordeste Baiano;Alagoinhas;Salvador;Bahia;Nordeste
2929750;Saubara;11201;0.617;135409.53;11243.84;1.4;Santo Antônio de Jesus;Metropolitana de Salvador;Salvador;Salvador;Bahia;Nordeste
2931202;Taperoá;18748;0.566;178538.11;8471.96;2.2;Valença;Sul Baiano;Valença;Santo Antônio de Jesus;Bahia;Nordeste
2902104;Araci;51651;0.534;435339.3;8005.65;2.1;Serrinha;Nordeste Baiano;Serrinha;Feira de Santana;Bahia;Nordeste
2922201;Muniz Ferreira;7317;0.617;55270.84;7446.89;1.4;Santo Antônio de Jesus;Metropolitana de Salvador;Santo Antônio de Jesus;Santo Antônio de Jesus;Bahia;Nordeste
2902401;Aurelino Leal;13595;0.568;109567.96;9502.03;1.8;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2912707;Ibirapitanga;22598;0.558;233465.44;9987.83;2.1;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2901957;Apuarema;7459;0.552;65188.77;8893.42;2.7;Jequié;Centro Sul Baiano;Jequié;Vitória da Conquista;Bahia;Nordeste
2923050;Novo Triunfo;15051;0.554;83168.16;5386.54;1.8;Ribeira do Pombal;Nordeste Baiano;Jeremoabo;Paulo Afonso;Bahia;Nordeste
2931905;Tucano;52418;0.579;484229.94;9553.34;2.0;Euclides da Cunha;Nordeste Baiano;Ribeira do Pombal;Paulo Afonso;Bahia;Nordeste
2931806;Tremedal;17029;0.528;124164.14;7573.75;2.1;Brumado;Centro Sul Baiano;Vitória da Conquista;Vitória da Conquista;Bahia;Nordeste
2928307;Santanópolis;8776;0.592;59689.02;6674.38;1.9;Feira de Santana;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2902054;Araçás;11561;0.57;243232.23;19974.72;1.4;Alagoinhas;Nordeste Baiano;Alagoinhas;Salvador;Bahia;Nordeste
2919405;Licínio de Almeida;12311;0.621;116393.8;9395.69;1.6;Guanambi;Centro Sul Baiano;Guanambi;Guanambi;Bahia;Nordeste
2916302;Itapebi;10495;0.572;290484.53;28315.09;2.1;Ilhéus-Itabuna;Sul Baiano;Eunápolis - Porto Seguro;Ilhéus - Itabuna;Bahia;Nordeste
2905206;Caetité;47515;0.625;905219.6;17758.11;1.9;Guanambi;Centro Sul Baiano;Guanambi;Guanambi;Bahia;Nordeste
2910503;Entre Rios;39872;0.615;600401.3;14370.54;2.4;Entre Rios;Nordeste Baiano;Alagoinhas;Salvador;Bahia;Nordeste
2903102;Barra do Rocha;6313;0.577;63171.67;11055.59;1.8;Ilhéus-Itabuna;Sul Baiano;Ipiaú;Vitória da Conquista;Bahia;Nordeste
2913457;Igrapiúna;13343;0.574;161356.7;12199.96;1.9;Valença;Sul Baiano;Valença;Santo Antônio de Jesus;Bahia;Nordeste
2921708;Morro do Chapéu;35164;0.588;341727.9;9649.79;2.0;Jacobina;Centro Norte Baiano;Irecê;Irecê;Bahia;Nordeste
2925006;Planalto;24481;0.56;245375.34;9342.29;1.8;Vitória da Conquista;Centro Sul Baiano;Vitória da Conquista;Vitória da Conquista;Bahia;Nordeste
2921401;Mirangaba;16279;0.542;126791.93;6914.16;1.8;Jacobina;Centro Norte Baiano;Jacobina;Feira de Santana;Bahia;Nordeste
2907707;Chorrochó;10734;0.6;81333.56;7276.87;2.1;Paulo Afonso;Vale São-Franciscano da Bahia;Paulo Afonso;Paulo Afonso;Bahia;Nordeste
2914901;Itacaré;24318;0.583;331387.3;11711.45;1.8;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2900306;Acajutiba;14653;0.582;127039.72;8380.48;1.9;Alagoinhas;Nordeste Baiano;Alagoinhas;Salvador;Bahia;Nordeste
2907103;Carinhanha;28380;0.576;244518.3;8426.44;2.2;Bom Jesus da Lapa;Vale São-Franciscano da Bahia;Guanambi;Guanambi;Bahia;Nordeste
2911006;Floresta Azul;10660;0.557;85447.51;8039.09;1.6;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2901502;Anguera;10242;0.589;84975.22;7572.87;1.2;Feira de Santana;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2902203;Aramari;10036;0.588;96908.13;8502.95;1.5;Alagoinhas;Nordeste Baiano;Alagoinhas;Salvador;Bahia;Nordeste
2911105;Formosa do Rio Preto;22528;0.618;1852275.9;72379.97;2.3;Barreiras;Extremo Oeste Baiano;Barreiras;Barreiras;Bahia;Nordeste
2933158;Várzea Nova;13073;0.555;115702.42;9112.58;1.9;Jacobina;Centro Norte Baiano;Jacobina;Feira de Santana;Bahia;Nordeste
2910206;Dom Macedo Costa;3874;0.632;36152.29;8908.89;1.6;Santo Antônio de Jesus;Metropolitana de Salvador;Santo Antônio de Jesus;Santo Antônio de Jesus;Bahia;Nordeste
2933505;Wenceslau Guimarães;22189;0.544;269079.06;12751.96;1.9;Ilhéus-Itabuna;Sul Baiano;Ipiaú;Vitória da Conquista;Bahia;Nordeste
2910305;Elísio Medrado;7947;0.623;63239.13;7786.15;1.2;Feira de Santana;Centro Norte Baiano;Santo Antônio de Jesus;Santo Antônio de Jesus;Bahia;Nordeste
2932804;Utinga;18173;0.59;168888.6;8806.37;1.5;Seabra;Centro Sul Baiano;Itaberaba;Feira de Santana;Bahia;Nordeste
2933455;Wanderley;12485;0.6;132446.77;10822.58;1.8;Cotegipe;Extremo Oeste Baiano;Barreiras;Barreiras;Bahia;Nordeste
2922102;Mundo Novo;24395;0.59;171093.6;6389.81;2.1;Itaberaba;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2907509;Catu;51077;0.677;646068.5;11810.26;2.7;Catu;Metropolitana de Salvador;Salvador;Salvador;Bahia;Nordeste
2919801;Macaúbas;47051;0.609;389297.56;7813.14;1.9;Boquira;Centro Sul Baiano;Bom Jesus da Lapa;Guanambi;Bahia;Nordeste
2918803;Laje;22201;0.586;250733.44;10517.34;1.8;Jequié;Centro Sul Baiano;Santo Antônio de Jesus;Santo Antônio de Jesus;Bahia;Nordeste
2928901;São Desidério;27659;0.579;2596440.0;76949.79;2.4;Barreiras;Extremo Oeste Baiano;Barreiras;Barreiras;Bahia;Nordeste
2913101;Ibititá;17840;0.602;128200.12;7491.39;1.7;Irecê;Centro Norte Baiano;Irecê;Irecê;Bahia;Nordeste
2910602;Esplanada;32802;0.589;632120.1;16975.59;1.8;Entre Rios;Nordeste Baiano;Alagoinhas;Salvador;Bahia;Nordeste
2907608;Central;17013;0.596;167581.6;9705.87;2.1;Irecê;Centro Norte Baiano;Irecê;Irecê;Bahia;Nordeste
2909901;Curaçá;32168;0.581;316642.6;9125.15;2.0;Juazeiro;Vale São-Franciscano da Bahia;Juazeiro;Juazeiro;Bahia;Nordeste
2916856;Itatim;14522;0.582;369785.88;25525.36;1.6;Feira de Santana;Centro Norte Baiano;Cruz das Almas;Santo Antônio de Jesus;Bahia;Nordeste
2901908;Aporá;17731;0.548;133587.0;7534.09;2.1;Alagoinhas;Nordeste Baiano;Alagoinhas;Salvador;Bahia;Nordeste
2929107;São Felipe;20305;0.616;198102.73;9400.34;1.7;Santo Antônio de Jesus;Metropolitana de Salvador;Cruz das Almas;Santo Antônio de Jesus;Bahia;Nordeste
2927002;Rio Real;37164;0.572;922407.4;22645.77;1.8;Alagoinhas;Nordeste Baiano;Alagoinhas;Salvador;Bahia;Nordeste
2916906;Itiruçu;12693;0.6;102521.09;8152.12;1.5;Jequié;Centro Sul Baiano;Jequié;Vitória da Conquista;Bahia;Nordeste
2928109;Santa Maria da Vitória;40309;0.614;482541.7;12110.47;1.9;Santa Maria da Vitória;Extremo Oeste Baiano;Santa Maria da Vitoria;Barreiras;Bahia;Nordeste
2929404;São Miguel das Matas;10414;0.593;135506.86;11606.58;1.4;Jequié;Centro Sul Baiano;Santo Antônio de Jesus;Santo Antônio de Jesus;Bahia;Nordeste
2922607;Nilo Peçanha;12530;0.547;139940.66;9997.9;1.9;Valença;Sul Baiano;Valença;Santo Antônio de Jesus;Bahia;Nordeste
2913705;Inhambupe;36306;0.565;572497.5;14338.96;1.8;Alagoinhas;Nordeste Baiano;Alagoinhas;Salvador;Bahia;Nordeste
2920452;Mansidão;12592;0.599;86613.16;6348.54;2.1;Cotegipe;Extremo Oeste Baiano;Barreiras;Barreiras;Bahia;Nordeste
2929008;São Félix;14098;0.639;170351.47;11557.09;1.4;Santo Antônio de Jesus;Metropolitana de Salvador;Cruz das Almas;Santo Antônio de Jesus;Bahia;Nordeste
2928208;Santana;24750;0.608;258318.02;9706.1;1.7;Santa Maria da Vitória;Extremo Oeste Baiano;Barreiras;Barreiras;Bahia;Nordeste
2924702;Piripá;12783;0.575;72498.99;6771.18;1.4;Brumado;Centro Sul Baiano;Vitória da Conquista;Vitória da Conquista;Bahia;Nordeste
2926301;Riachão do Jacuípe;33172;0.628;358452.72;10720.56;1.8;Serrinha;Nordeste Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2917201;Ituaçu;18127;0.57;163237.98;8608.69;2.0;Brumado;Centro Sul Baiano;Vitória da Conquista;Vitória da Conquista;Bahia;Nordeste
2905305;Cafarnaum;17209;0.584;155030.7;8408.67;2.3;Irecê;Centro Norte Baiano;Irecê;Irecê;Bahia;Nordeste
2920908;Mascote;14640;0.581;135591.22;9809.81;1.6;Ilhéus-Itabuna;Sul Baiano;Camacan;Ilhéus - Itabuna;Bahia;Nordeste
2904605;Brumado;64602;0.656;1727280.0;25705.48;1.9;Brumado;Centro Sul Baiano;Brumado;Vitória da Conquista;Bahia;Nordeste
2921005;Mata de São João;40183;0.668;1176316.2;25252.05;2.1;Catu;Metropolitana de Salvador;Salvador;Salvador;Bahia;Nordeste
2919900;Macururé;8073;0.604;53843.28;6881.81;1.2;Paulo Afonso;Vale São-Franciscano da Bahia;Paulo Afonso;Paulo Afonso;Bahia;Nordeste
2906907;Caravelas;21414;0.616;345706.0;15702.49;1.9;Porto Seguro;Sul Baiano;Teixeira de Freitas;Ilhéus - Itabuna;Bahia;Nordeste
2930402;Serra Preta;15401;0.566;113683.83;7641.07;1.4;Feira de Santana;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2910057;Dias d'Ávila;66440;0.676;3456357.8;42624.25;2.8;Salvador;Metropolitana de Salvador;Salvador;Salvador;Bahia;Nordeste
2903508;Belo Campo;16021;0.575;146143.17;8491.27;1.7;Vitória da Conquista;Centro Sul Baiano;Vitória da Conquista;Vitória da Conquista;Bahia;Nordeste
2911808;Guaratinga;22165;0.558;206919.1;9927.51;2.2;Porto Seguro;Sul Baiano;Eunápolis - Porto Seguro;Ilhéus - Itabuna;Bahia;Nordeste
2928802;Santo Estêvão;47880;0.626;736865.7;13942.59;1.6;Feira de Santana;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2913804;Ipecaetá;15331;0.55;88566.36;6113.51;1.2;Feira de Santana;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2916203;Itapé;10995;0.599;93669.84;10691.68;1.6;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2913002;Ibitiara;15508;0.585;107053.1;6552.0;2.0;Boquira;Centro Sul Baiano;Seabra;Feira de Santana;Bahia;Nordeste
2922508;Nazaré;27274;0.641;274043.03;9607.12;1.7;Santo Antônio de Jesus;Metropolitana de Salvador;Nazaré - Maragogipe;Santo Antônio de Jesus;Bahia;Nordeste
2926657;Ribeirão do Largo;8602;0.54;78964.62;13586.48;1.5;Itapetinga;Centro Sul Baiano;Vitória da Conquista;Vitória da Conquista;Bahia;Nordeste
2927200;Ruy Barbosa;29887;0.61;304653.53;9886.85;1.5;Itaberaba;Centro Norte Baiano;Itaberaba;Feira de Santana;Bahia;Nordeste
2917607;Jaguaquara;51011;0.58;582158.3;10696.92;1.8;Jequié;Centro Sul Baiano;Jequié;Vitória da Conquista;Bahia;Nordeste
2915700;Itamari;7903;0.578;89327.28;11117.27;2.2;Ilhéus-Itabuna;Sul Baiano;Ipiaú;Vitória da Conquista;Bahia;Nordeste
2930204;Sento Sé;37425;0.585;957819.06;23542.89;2.1;Juazeiro;Vale São-Franciscano da Bahia;Juazeiro;Juazeiro;Bahia;Nordeste
2932309;Ubatã;25004;0.593;201883.94;7467.5;1.4;Ilhéus-Itabuna;Sul Baiano;Ipiaú;Vitória da Conquista;Bahia;Nordeste
2932101;Ubaíra;19750;0.582;197125.06;9908.27;1.7;Jequié;Centro Sul Baiano;Santo Antônio de Jesus;Santo Antônio de Jesus;Bahia;Nordeste
2916609;Itapitanga;10207;0.571;78453.59;7607.25;1.6;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2901601;Antas;17072;0.592;127207.98;6594.16;1.9;Ribeira do Pombal;Nordeste Baiano;Cícero Dantas;Paulo Afonso;Bahia;Nordeste
2918357;João Dourado;22549;0.593;235097.12;9333.7;2.2;Irecê;Centro Norte Baiano;Irecê;Irecê;Bahia;Nordeste
2906857;Capela do Alto Alegre;11527;0.599;96726.66;8311.99;2.0;Serrinha;Nordeste Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2930766;Sítio do Quinto;12592;0.533;81853.39;8196.81;1.7;Jeremoabo;Nordeste Baiano;Jeremoabo;Paulo Afonso;Bahia;Nordeste
2923803;Paripiranga;27778;0.577;348934.75;12036.8;2.0;Ribeira do Pombal;Nordeste Baiano;Cícero Dantas;Paulo Afonso;Bahia;Nordeste
2926608;Ribeira do Pombal;47518;0.601;595543.8;11068.15;1.8;Ribeira do Pombal;Nordeste Baiano;Ribeira do Pombal;Paulo Afonso;Bahia;Nordeste
2930709;Simões Filho;118047;0.675;5460734.5;40637.42;2.2;Salvador;Metropolitana de Salvador;Salvador;Salvador;Bahia;Nordeste
2924801;Piritiba;22399;0.578;158219.05;6391.4;2.0;Jacobina;Centro Norte Baiano;Jacobina;Feira de Santana;Bahia;Nordeste
2928406;Santa Rita de Cássia;26250;0.605;241244.55;8513.11;2.1;Cotegipe;Extremo Oeste Baiano;Barreiras;Barreiras;Bahia;Nordeste
2913507;Iguaí;25705;0.552;211740.45;7866.71;1.7;Vitória da Conquista;Centro Sul Baiano;Vitória da Conquista;Vitória da Conquista;Bahia;Nordeste
2904506;Brotas de Macaúbas;10717;0.57;83859.35;8196.59;2.0;Boquira;Centro Sul Baiano;Xique-Xique - Barra;Irecê;Bahia;Nordeste
2903409;Belmonte;21798;0.598;318411.28;13649.32;2.2;Ilhéus-Itabuna;Sul Baiano;Eunápolis - Porto Seguro;Ilhéus - Itabuna;Bahia;Nordeste
2923308;Ouriçangas;8298;0.607;60239.42;7034.03;2.3;Feira de Santana;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2911907;Iaçu;25736;0.574;212586.22;8746.6;1.5;Itaberaba;Centro Norte Baiano;Itaberaba;Feira de Santana;Bahia;Nordeste
2904803;Caatiba;11420;0.561;65884.21;9749.07;1.5;Vitória da Conquista;Centro Sul Baiano;Vitória da Conquista;Vitória da Conquista;Bahia;Nordeste
2925501;Prado;27627;0.621;436580.7;15495.87;1.8;Porto Seguro;Sul Baiano;Teixeira de Freitas;Ilhéus - Itabuna;Bahia;Nordeste
2922755;Nova Ibiá;6648;0.57;84455.52;12813.76;2.0;Ilhéus-Itabuna;Sul Baiano;Ipiaú;Vitória da Conquista;Bahia;Nordeste
2900900;Almadina;6357;0.563;53044.96;9708.08;1.9;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2930600;Serrolândia;12344;0.59;99204.97;7405.01;1.6;Jacobina;Centro Norte Baiano;Jacobina;Feira de Santana;Bahia;Nordeste
2911204;Gandu;30336;0.632;388942.2;12003.28;1.6;Ilhéus-Itabuna;Sul Baiano;Ipiaú;Vitória da Conquista;Bahia;Nordeste
2912202;Ibicoara;17282;0.591;390912.38;19974.06;2.0;Seabra;Centro Sul Baiano;Vitória da Conquista;Vitória da Conquista;Bahia;Nordeste
2933257;Vereda;6800;0.577;74432.35;11995.54;1.7;Porto Seguro;Sul Baiano;Teixeira de Freitas;Ilhéus - Itabuna;Bahia;Nordeste
2932507;Una;24110;0.56;268693.3;14140.26;1.9;Ilhéus-Itabuna;Sul Baiano;Camacan;Ilhéus - Itabuna;Bahia;Nordeste
2906402;Candeal;8895;0.587;58468.45;7080.22;1.7;Serrinha;Nordeste Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2912905;Ibirataia;18943;0.576;180626.69;11796.41;1.8;Ilhéus-Itabuna;Sul Baiano;Ipiaú;Vitória da Conquista;Bahia;Nordeste
2929800;Saúde;11845;0.549;89159.79;6904.65;1.6;Jacobina;Centro Norte Baiano;Jacobina;Feira de Santana;Bahia;Nordeste
2905404;Cairu;15374;0.627;1059092.1;58268.71;1.6;Valença;Sul Baiano;Valença;Santo Antônio de Jesus;Bahia;Nordeste
2911600;Governador Mangabeira;19818;0.643;187798.1;9062.74;1.6;Santo Antônio de Jesus;Metropolitana de Salvador;Cruz das Almas;Santo Antônio de Jesus;Bahia;Nordeste
2922730;Nova Fátima;7602;0.597;86854.78;11118.12;1.7;Serrinha;Nordeste Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2929057;São Félix do Coribe;13048;0.639;194628.75;12645.62;1.8;Santa Maria da Vitória;Extremo Oeste Baiano;Santa Maria da Vitoria;Barreiras;Bahia;Nordeste
2929354;São José da Vitória;5715;0.546;53077.99;9382.71;1.4;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2933604;Xique-Xique;45536;0.585;411056.06;8843.15;1.9;Barra;Vale São-Franciscano da Bahia;Xique-Xique - Barra;Irecê;Bahia;Nordeste
2925253;Ponto Novo;15742;0.58;114730.17;7692.78;1.7;Jacobina;Centro Norte Baiano;Senhor do Bonfim;Juazeiro;Bahia;Nordeste
2901106;Amélia Rodrigues;25190;0.666;331121.1;13191.02;1.8;Catu;Metropolitana de Salvador;Feira de Santana;Feira de Santana;Bahia;Nordeste
2929602;Sapeaçu;16585;0.614;166854.34;9590.43;1.5;Santo Antônio de Jesus;Metropolitana de Salvador;Cruz das Almas;Santo Antônio de Jesus;Bahia;Nordeste
2908200;Conceição da Feira;20391;0.634;310788.03;13763.25;1.8;Feira de Santana;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2917706;Jaguarari;30343;0.659;745957.4;22220.95;3.3;Senhor do Bonfim;Centro Norte Baiano;Senhor do Bonfim;Juazeiro;Bahia;Nordeste
2911709;Guanambi;78833;0.673;1449607.0;17158.97;2.0;Guanambi;Centro Sul Baiano;Guanambi;Guanambi;Bahia;Nordeste
2922300;Muritiba;28899;0.66;271854.97;9247.08;1.6;Santo Antônio de Jesus;Metropolitana de Salvador;Cruz das Almas;Santo Antônio de Jesus;Bahia;Nordeste
2915502;Itajuípe;21081;0.599;226756.89;11066.17;1.9;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2910776;Feira da Mata;6184;0.588;53939.97;9521.62;1.7;Bom Jesus da Lapa;Vale São-Franciscano da Bahia;Guanambi;Guanambi;Bahia;Nordeste
2916005;Itanhém;20216;0.637;229115.48;11807.03;1.6;Porto Seguro;Sul Baiano;Teixeira de Freitas;Ilhéus - Itabuna;Bahia;Nordeste
2918001;Jequié;151895;0.665;2692500.2;17263.38;1.8;Jequié;Centro Sul Baiano;Jequié;Vitória da Conquista;Bahia;Nordeste
2930758;Sítio do Mato;12050;0.564;104389.92;8022.59;1.4;Bom Jesus da Lapa;Vale São-Franciscano da Bahia;Bom Jesus da Lapa;Guanambi;Bahia;Nordeste
2931103;Tanquinho;8008;0.597;57164.4;7219.55;1.7;Feira de Santana;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2901809;Antônio Gonçalves;11015;0.598;72967.4;6184.73;1.3;Senhor do Bonfim;Centro Norte Baiano;Senhor do Bonfim;Juazeiro;Bahia;Nordeste
2915205;Itagibá;15193;0.589;205955.34;14126.85;2.3;Ilhéus-Itabuna;Sul Baiano;Ipiaú;Vitória da Conquista;Bahia;Nordeste
2924603;Pindobaçu;20121;0.577;149854.0;7436.92;1.7;Senhor do Bonfim;Centro Norte Baiano;Senhor do Bonfim;Juazeiro;Bahia;Nordeste
2917300;Ituberá;26591;0.606;320421.3;11202.76;1.8;Valença;Sul Baiano;Valença;Santo Antônio de Jesus;Bahia;Nordeste
2902658;Banzaê;11814;0.579;91553.68;6920.68;1.9;Ribeira do Pombal;Nordeste Baiano;Ribeira do Pombal;Paulo Afonso;Bahia;Nordeste
2919603;Macajuba;11229;0.524;77748.79;6851.32;2.4;Itaberaba;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2914604;Irecê;66181;0.691;1334260.5;18285.81;1.8;Irecê;Centro Norte Baiano;Irecê;Irecê;Bahia;Nordeste
2927507;Santa Bárbara;19064;0.583;167284.89;8046.02;1.6;Feira de Santana;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2908903;Coração de Maria;22401;0.592;201272.64;8903.9;1.5;Feira de Santana;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2904753;Buritirama;19600;0.565;138373.0;6535.04;1.9;Barra;Vale São-Franciscano da Bahia;Xique-Xique - Barra;Irecê;Bahia;Nordeste
2917102;Itororó;19914;0.594;202461.08;9933.33;1.6;Itapetinga;Centro Sul Baiano;Itapetinga;Vitória da Conquista;Bahia;Nordeste
2914505;Irará;27466;0.62;262715.0;9048.53;1.9;Feira de Santana;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2932200;Ubaitaba;20691;0.611;220066.42;11548.41;1.8;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2908705;Condeúba;16898;0.582;157739.75;9145.92;1.5;Brumado;Centro Sul Baiano;Vitória da Conquista;Vitória da Conquista;Bahia;Nordeste
2915007;Itaeté;14924;0.572;103524.74;6447.73;1.3;Seabra;Centro Sul Baiano;Itaberaba;Feira de Santana;Bahia;Nordeste
2920106;Mairi;19326;0.572;129137.19;6914.61;1.9;Itaberaba;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2906006;Campo Formoso;66616;0.586;967447.2;13586.6;2.1;Senhor do Bonfim;Centro Norte Baiano;Senhor do Bonfim;Juazeiro;Bahia;Nordeste
2925758;Presidente Tancredo Neves;23846;0.559;267897.62;9664.76;2.0;Valença;Sul Baiano;Valença;Santo Antônio de Jesus;Bahia;Nordeste
2921906;Mucugê;10545;0.606;438306.4;48367.51;1.7;Seabra;Centro Sul Baiano;Seabra;Feira de Santana;Bahia;Nordeste
2925402;Potiraguá;9810;0.625;90288.36;12498.39;1.5;Itapetinga;Centro Sul Baiano;Itapetinga;Vitória da Conquista;Bahia;Nordeste
2932903;Valença;88673;0.623;1578446.9;16346.46;1.7;Valença;Sul Baiano;Valença;Santo Antônio de Jesus;Bahia;Nordeste
2910859;Filadélfia;16740;0.565;126951.19;7751.8;2.0;Senhor do Bonfim;Centro Norte Baiano;Senhor do Bonfim;Juazeiro;Bahia;Nordeste
2933406;Wagner;8983;0.587;75332.69;8061.28;1.5;Seabra;Centro Sul Baiano;Itaberaba;Feira de Santana;Bahia;Nordeste
2921203;Miguel Calmon;26475;0.586;230576.78;8860.5;1.8;Jacobina;Centro Norte Baiano;Jacobina;Feira de Santana;Bahia;Nordeste
2902252;Arataca;10392;0.559;89447.13;8117.54;1.8;Ilhéus-Itabuna;Sul Baiano;Camacan;Ilhéus - Itabuna;Bahia;Nordeste
2923357;Ourolândia;16425;0.56;187450.05;10741.51;2.2;Jacobina;Centro Norte Baiano;Jacobina;Feira de Santana;Bahia;Nordeste
2902609;Baixa Grande;20060;0.585;156981.17;7669.59;2.1;Itaberaba;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2903300;Barro Preto;6453;0.602;60936.49;10899.03;2.1;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2915809;Itambé;23089;0.578;249033.95;10804.55;2.1;Itapetinga;Centro Sul Baiano;Vitória da Conquista;Vitória da Conquista;Bahia;Nordeste
2928000;Santaluz;33838;0.598;388416.72;10399.93;1.9;Serrinha;Nordeste Baiano;Conceição do Coité;Feira de Santana;Bahia;Nordeste
2915403;Itaju do Colônia;7309;0.592;73034.05;10929.97;1.5;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2925808;Queimadas;24602;0.592;228910.84;8998.42;2.4;Euclides da Cunha;Nordeste Baiano;Conceição do Coité;Feira de Santana;Bahia;Nordeste
2915106;Itagi;13051;0.543;107016.44;8664.6;1.8;Jequié;Centro Sul Baiano;Jequié;Vitória da Conquista;Bahia;Nordeste
2919207;Lauro de Freitas;163449;0.754;6556097.0;33038.18;1.7;Salvador;Metropolitana de Salvador;Salvador;Salvador;Bahia;Nordeste
2914000;Ipirá;59343;0.549;627770.3;10533.94;1.7;Feira de Santana;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2914653;Itabela;28390;0.599;375921.03;12291.43;1.8;Porto Seguro;Sul Baiano;Eunápolis - Porto Seguro;Ilhéus - Itabuna;Bahia;Nordeste
2913903;Ipiaú;44390;0.67;477374.16;10406.43;1.7;Ilhéus-Itabuna;Sul Baiano;Ipiaú;Vitória da Conquista;Bahia;Nordeste
2921609;Morpará;8280;0.558;67311.53;7901.34;1.7;Barra;Vale São-Franciscano da Bahia;Xique-Xique - Barra;Irecê;Bahia;Nordeste
2911253;Gavião;4561;0.599;41048.24;9197.45;1.5;Serrinha;Nordeste Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2908002;Coaraci;20964;0.613;173128.56;10188.23;1.8;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2913309;Ichu;5255;0.631;47055.17;7582.21;1.6;Serrinha;Nordeste Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2917359;Jaborandi;8973;0.613;579706.4;69136.12;2.3;Santa Maria da Vitória;Extremo Oeste Baiano;Santa Maria da Vitoria;Barreiras;Bahia;Nordeste
2907905;Cipó;15755;0.601;134505.8;7774.9;2.0;Ribeira do Pombal;Nordeste Baiano;Ribeira do Pombal;Paulo Afonso;Bahia;Nordeste
