id_ibge_cidade;cidade;populacao_2021;idh;pib;pib_per_capta;salario_medio_mensal;microrregiao;mesorregiao;regiao_imediata;regiao_intermediaria;estado;regiao
2917003;Itiúba;36113;0.544;285424.88;7908.92;2.1;Senhor do Bonfim;Centro Norte Baiano;Senhor do Bonfim;Juazeiro;Bahia;Nordeste
2903276;Barrocas;14191;0.61;230354.34;14416.97;3.4;Serrinha;Nordeste Baiano;Serrinha;Feira de Santana;Bahia;Nordeste
2905701;Camaçari;242970;0.694;26244432.0;87735.29;3.6;Salvador;Metropolitana de Salvador;Salvador;Salvador;Bahia;Nordeste
2918407;Juazeiro;197965;0.677;4349595.0;20071.32;2.1;Juazeiro;Vale São-Franciscano da Bahia;Juazeiro;Juazeiro;Bahia;Nordeste
2925956;Rafael Jambeiro;22874;0.564;358305.94;15839.53;1.9;Feira de Santana;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2930105;Senhor do Bonfim;74419;0.666;900704.3;11399.16;1.8;Senhor do Bonfim;Centro Norte Baiano;Senhor do Bonfim;Juazeiro;Bahia;Nordeste
2917508;Jacobina;79247;0.649;1304071.8;16196.03;2.1;Jacobina;Centro Norte Baiano;Jacobina;Feira de Santana;Bahia;Nordeste
2932457;Umburanas;17000;0.515;144087.56;7495.97;1.6;Senhor do Bonfim;Centro Norte Baiano;Jacobina;Feira de Santana;Bahia;Nordeste
2912103;Ibicaraí;24272;0.625;190188.89;8768.91;1.8;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2929305;São Gonçalo dos Campos;33283;0.627;987191.2;26290.04;1.9;Feira de Santana;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2914109;Ipupiara;9285;0.59;84693.5;8585.25;1.3;Boquira;Centro Sul Baiano;Xique-Xique - Barra;Irecê;Bahia;Nordeste
2927408;Salvador;2675656;0.759;63804120.0;22213.24;3.4;Salvador;Metropolitana de Salvador;Salvador;Salvador;Bahia;Nordeste
2916807;Itarantim;18539;0.61;267604.7;13551.66;1.6;Itapetinga;Centro Sul Baiano;Itapetinga;Vitória da Conquista;Bahia;Nordeste
2923902;Pau Brasil;10852;0.583;87873.52;8938.41;1.9;Ilhéus-Itabuna;Sul Baiano;Camacan;Ilhéus - Itabuna;Bahia;Nordeste
2906303;Canavieiras;32336;0.59;343813.47;11055.45;1.7;Ilhéus-Itabuna;Sul Baiano;Camacan;Ilhéus - Itabuna;Bahia;Nordeste
2906873;Capim Grosso;26577;0.621;426974.16;13925.19;1.5;Jacobina;Centro Norte Baiano;Jacobina;Feira de Santana;Bahia;Nordeste
2909000;Cordeiros;8168;0.579;61703.27;7163.14;1.6;Brumado;Centro Sul Baiano;Vitória da Conquista;Vitória da Conquista;Bahia;Nordeste
2908101;Cocos;18153;0.596;297565.8;15847.36;1.9;Santa Maria da Vitória;Extremo Oeste Baiano;Santa Maria da Vitoria;Barreiras;Bahia;Nordeste
2912004;Ibiassucê;10062;0.611;88088.39;9549.91;1.5;Guanambi;Centro Sul Baiano;Guanambi;Guanambi;Bahia;Nordeste
2919959;Maetinga;7038;0.538;46349.11;14662.8;1.5;Brumado;Centro Sul Baiano;Vitória da Conquista;Vitória da Conquista;Bahia;Nordeste
2931004;Tanhaçu;20013;0.577;193123.7;9465.46;1.6;Brumado;Centro Sul Baiano;Vitória da Conquista;Vitória da Conquista;Bahia;Nordeste
2909307;Correntina;31249;0.603;1466469.1;45631.8;2.4;Santa Maria da Vitória;Extremo Oeste Baiano;Santa Maria da Vitoria;Barreiras;Bahia;Nordeste
2930501;Serrinha;76762;0.634;918802.8;11362.74;1.6;Serrinha;Nordeste Baiano;Serrinha;Feira de Santana;Bahia;Nordeste
2913200;Ibotirama;25424;0.636;368931.97;13701.19;1.8;Barra;Vale São-Franciscano da Bahia;Xique-Xique - Barra;Irecê;Bahia;Nordeste
2922409;Mutuípe;21449;0.601;353058.78;15888.52;1.9;Jequié;Centro Sul Baiano;Santo Antônio de Jesus;Santo Antônio de Jesus;Bahia;Nordeste
2921807;Mortugaba;12477;0.618;97533.0;8099.4;1.4;Guanambi;Centro Sul Baiano;Guanambi;Guanambi;Bahia;Nordeste
2930303;Serra Dourada;18112;0.608;160236.98;9216.44;1.5;Santa Maria da Vitória;Extremo Oeste Baiano;Barreiras;Barreiras;Bahia;Nordeste
2904407;Brejolândia;11077;0.592;95312.5;9028.37;1.3;Cotegipe;Extremo Oeste Baiano;Barreiras;Barreiras;Bahia;Nordeste
2900207;Abaré;17064;0.575;151260.34;7530.64;1.8;Paulo Afonso;Vale São-Franciscano da Bahia;Paulo Afonso;Paulo Afonso;Bahia;Nordeste
2933109;Várzea do Poço;8661;0.575;91495.86;9977.74;1.6;Jacobina;Centro Norte Baiano;Jacobina;Feira de Santana;Bahia;Nordeste
2921104;Medeiros Neto;21560;0.625;319877.25;14098.96;1.7;Porto Seguro;Sul Baiano;Teixeira de Freitas;Ilhéus - Itabuna;Bahia;Nordeste
2926103;Retirolândia;12055;0.636;125330.36;8705.92;1.4;Serrinha;Nordeste Baiano;Conceição do Coité;Feira de Santana;Bahia;Nordeste
2909802;Cruz das Almas;58606;0.699;981147.25;15514.91;2.9;Santo Antônio de Jesus;Metropolitana de Salvador;Cruz das Almas;Santo Antônio de Jesus;Bahia;Nordeste
2928703;Santo Antônio de Jesus;90985;0.7;2219433.8;21863.76;1.7;Santo Antônio de Jesus;Metropolitana de Salvador;Santo Antônio de Jesus;Santo Antônio de Jesus;Bahia;Nordeste
2915304;Itagimirim;7110;0.634;111390.96;16216.47;2.1;Porto Seguro;Sul Baiano;Eunápolis - Porto Seguro;Ilhéus - Itabuna;Bahia;Nordeste
2925931;Quixabeira;9554;0.578;65299.25;7278.11;1.6;Jacobina;Centro Norte Baiano;Jacobina;Feira de Santana;Bahia;Nordeste
2928059;Santa Luzia;13344;0.556;99218.2;7876.34;1.6;Ilhéus-Itabuna;Sul Baiano;Camacan;Ilhéus - Itabuna;Bahia;Nordeste
2918555;Jussari;6474;0.567;59644.44;10225.34;1.7;Ilhéus-Itabuna;Sul Baiano;Camacan;Ilhéus - Itabuna;Bahia;Nordeste
2905800;Camamu;35180;0.565;359393.78;10176.51;1.8;Valença;Sul Baiano;Valença;Santo Antônio de Jesus;Bahia;Nordeste
2915601;Itamaraju;63069;0.627;955318.25;14814.35;1.7;Porto Seguro;Sul Baiano;Teixeira de Freitas;Ilhéus - Itabuna;Bahia;Nordeste
2903805;Boa Vista do Tupim;17991;0.551;127991.26;6890.14;1.8;Itaberaba;Centro Norte Baiano;Itaberaba;Feira de Santana;Bahia;Nordeste
2901007;Amargosa;34351;0.625;393230.0;10559.06;1.5;Jequié;Centro Sul Baiano;Santo Antônio de Jesus;Santo Antônio de Jesus;Bahia;Nordeste
2914703;Itaberaba;61631;0.62;883473.6;13699.6;1.6;Itaberaba;Centro Norte Baiano;Itaberaba;Feira de Santana;Bahia;Nordeste
2927705;Santa Cruz Cabrália;26264;0.654;430119.94;15484.19;1.8;Porto Seguro;Sul Baiano;Eunápolis - Porto Seguro;Ilhéus - Itabuna;Bahia;Nordeste
2905008;Caculé;22236;0.637;286452.78;12363.09;1.5;Guanambi;Centro Sul Baiano;Guanambi;Guanambi;Bahia;Nordeste
2913606;Ilhéus;184236;0.69;4667858.5;28755.9;2.1;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2927804;Santa Cruz da Vitória;6673;0.61;59118.32;9361.57;1.7;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2928950;São Domingos;9226;0.64;80943.49;8936.13;1.6;Serrinha;Nordeste Baiano;Conceição do Coité;Feira de Santana;Bahia;Nordeste
2924058;Pé de Serra;13752;0.587;105577.57;7775.63;2.0;Serrinha;Nordeste Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2903201;Barreiras;137427;0.721;5178166.5;33313.17;2.2;Barreiras;Extremo Oeste Baiano;Barreiras;Barreiras;Bahia;Nordeste
2920007;Maiquinique;8782;0.576;110432.63;10920.95;1.7;Itapetinga;Centro Sul Baiano;Itapetinga;Vitória da Conquista;Bahia;Nordeste
2912806;Ibirapuã;7956;0.614;275589.72;31908.04;1.8;Porto Seguro;Sul Baiano;Teixeira de Freitas;Ilhéus - Itabuna;Bahia;Nordeste
2905602;Camacã;31472;0.581;293318.5;9169.64;2.0;Ilhéus-Itabuna;Sul Baiano;Camacan;Ilhéus - Itabuna;Bahia;Nordeste
2932705;Uruçuca;19837;0.616;236173.98;11510.01;2.0;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2922003;Mucuri;36026;0.665;1785358.4;42765.12;3.2;Porto Seguro;Sul Baiano;Teixeira de Freitas;Ilhéus - Itabuna;Bahia;Nordeste
2919702;Macarani;17093;0.605;178575.62;9521.49;1.5;Itapetinga;Centro Sul Baiano;Itapetinga;Vitória da Conquista;Bahia;Nordeste
2924652;Pintadas;10342;0.612;89447.14;8570.2;1.8;Feira de Santana;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2900702;Alagoinhas;141949;0.683;4261288.0;28109.5;2.1;Alagoinhas;Nordeste Baiano;Alagoinhas;Salvador;Bahia;Nordeste
2908507;Conceição do Jacuípe;30123;0.663;2936276.8;88567.45;1.8;Feira de Santana;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2933307;Vitória da Conquista;306866;0.678;7263728.5;21459.85;2.0;Vitória da Conquista;Centro Sul Baiano;Vitória da Conquista;Vitória da Conquista;Bahia;Nordeste
2914802;Itabuna;204667;0.712;4183237.5;19619.07;2.2;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2907806;Cícero Dantas;32300;0.585;297265.4;9142.41;1.9;Ribeira do Pombal;Nordeste Baiano;Cícero Dantas;Paulo Afonso;Bahia;Nordeste
2908408;Conceição do Coité;62040;0.611;759909.3;11407.99;1.6;Serrinha;Nordeste Baiano;Conceição do Coité;Feira de Santana;Bahia;Nordeste
2923001;Nova Viçosa;38556;0.654;499157.38;11507.69;1.7;Porto Seguro;Sul Baiano;Teixeira de Freitas;Ilhéus - Itabuna;Bahia;Nordeste
2933000;Valente;24560;0.637;229006.03;8042.92;1.4;Serrinha;Nordeste Baiano;Conceição do Coité;Feira de Santana;Bahia;Nordeste
2925303;Porto Seguro;126929;0.676;3379270.0;22727.56;1.9;Porto Seguro;Sul Baiano;Eunápolis - Porto Seguro;Ilhéus - Itabuna;Bahia;Nordeste
2900108;Abaíra;8316;0.603;62645.67;7168.52;1.5;Seabra;Centro Sul Baiano;Brumado;Vitória da Conquista;Bahia;Nordeste
2931350;Teixeira de Freitas;138341;0.685;2654757.0;16541.88;1.9;Porto Seguro;Sul Baiano;Teixeira de Freitas;Ilhéus - Itabuna;Bahia;Nordeste
2918902;Lajedão;3733;0.632;71455.08;18067.02;1.5;Porto Seguro;Sul Baiano;Teixeira de Freitas;Ilhéus - Itabuna;Bahia;Nordeste
2919553;Luís Eduardo Magalhães;60105;0.716;6105422.0;69761.1;2.1;Barreiras;Extremo Oeste Baiano;Barreiras;Barreiras;Bahia;Nordeste
2910727;Eunápolis;100196;0.677;3144085.0;27730.51;2.3;Porto Seguro;Sul Baiano;Eunápolis - Porto Seguro;Ilhéus - Itabuna;Bahia;Nordeste
2910800;Feira de Santana;556642;0.712;14898192.0;24229.74;1.9;Feira de Santana;Centro Norte Baiano;Feira de Santana;Feira de Santana;Bahia;Nordeste
2904704;Buerarema;18605;0.613;209646.34;11425.49;1.7;Ilhéus-Itabuna;Sul Baiano;Ilhéus - Itabuna;Ilhéus - Itabuna;Bahia;Nordeste
2916401;Itapetinga;68273;0.667;1177520.6;15463.78;1.6;Itapetinga;Centro Sul Baiano;Itapetinga;Vitória da Conquista;Bahia;Nordeste
